District,Location,pH,EC,TDS,CO3,HCO3,CI,NO3,SO4,F,Alk,Ca,Mg,TH,Na,K,Fe,SAR
Daman,Ambabari,7.94,1148.0,769.0,0.0,549.0,113.0,16.0,11.0,0.29,450.0,132.0,29.0,450.0,86.0,10.0,,1.76
Daman,Dabhel,7.64,712.0,477.0,0.0,281.0,92.0,13.0,4.0,0.27,230.0,76.0,36.0,340.0,17.0,0.4,,0.4
Daman,Dalwada,7.75,701.0,470.0,0.0,281.0,106.0,1.0,7.0,0.55,230.0,52.0,41.0,300.0,42.0,0.6,,1.05
Daman,Jempore,7.89,1150.0,771.0,0.0,537.0,71.0,42.0,15.0,0.6,440.0,100.0,46.0,440.0,70.0,7.0,,1.45
Daman,Manwad,7.98,746.0,500.0,0.0,390.0,43.0,5.0,10.0,0.14,320.0,72.0,29.0,300.0,44.0,0.8,,1.1
Daman,Warkhund,8.01,1460.0,978.0,0.0,415.0,262.0,14.0,14.0,0.7,340.0,64.0,79.0,490.0,116.0,8.0,,2.28
Diu,Diu,7.9,1208.0,809.0,0.0,488.0,135.0,13.0,7.0,0.7,400.0,40.0,19.0,180.0,199.0,34.2,0.57,6.45
Diu,Gomtimata,7.8,4065.0,2724.0,0.0,573.0,880.0,135.0,158.0,0.7,470.0,80.0,122.0,700.0,599.0,44.8,0.0,9.84
Diu,Jolawadi,7.4,11700.0,7839.0,0.0,244.0,3728.0,33.0,719.0,0.15,200.0,560.0,450.0,3250.0,1404.0,43.8,0.0,10.71
Gandhinagar,Paliya,7.8,1906.0,1277.0,0.0,659.0,227.0,100.0,142.0,1.1,540.0,56.0,115.0,620.0,219.0,0.0,0.0,3.82
Gandhinagar,Serthapara1,7.6,3100.0,2077.0,0.0,1293.0,319.0,34.0,35.0,2.1,1060.0,160.0,96.0,800.0,324.0,36.0,0.0,4.98
Jamnagar,Ambardi,7.7,2120.0,1420.0,0.0,345.0,398.0,175.0,71.0,0.48,283.0,112.0,83.0,620.0,206.0,3.7,,3.6
Jamnagar,Bhanvad,8.0,1099.0,736.0,0.0,329.0,135.0,60.0,32.0,0.38,270.0,64.0,41.0,330.0,99.0,0.4,6.4,2.37
Jamnagar,Mota kalawad,7.6,2378.0,1593.0,0.0,220.0,596.0,37.0,81.0,0.6,180.0,232.0,73.0,880.0,123.0,1.2,,1.8
Jamnagar,Dhrol2,8.1,1706.0,1143.0,0.0,525.0,298.0,10.0,76.0,0.35,430.0,48.0,66.0,390.0,255.0,1.9,0.0,5.61
Jamnagar,Balwa,8.2,922.0,618.0,0.0,232.0,114.0,70.0,82.0,0.35,190.0,96.0,27.0,350.0,67.0,1.5,,1.56
Jamnagar,Seth vadala,8.0,1346.0,902.0,0.0,317.0,163.0,31.0,170.0,0.45,260.0,92.0,54.0,450.0,113.0,0.9,,2.32
Jamnagar,Bed,7.6,2414.0,1617.0,0.0,232.0,426.0,250.0,191.0,0.2,190.0,208.0,44.0,700.0,230.0,6.0,,3.78
Jamnagar,Changa,8.0,1686.0,1130.0,0.0,207.0,327.0,105.0,112.0,0.26,170.0,108.0,56.0,500.0,156.0,1.5,,3.03
Jamnagar,Gordhanpur,8.1,2396.0,1605.0,0.0,256.0,561.0,6.0,166.0,0.35,210.0,96.0,54.0,460.0,336.0,3.7,,6.81
Jamnagar,Jambuda,7.9,4711.0,3156.0,0.0,525.0,1349.0,11.0,174.0,0.5,430.0,296.0,195.0,1540.0,464.0,9.4,,5.14
Jamnagar,Jamnagar2,8.1,851.0,570.0,0.0,317.0,92.0,3.0,76.0,0.33,260.0,48.0,27.0,230.0,112.0,1.2,,3.21
Jamnagar,Vijarkha,8.1,645.0,432.0,0.0,293.0,64.0,8.0,22.0,0.12,240.0,52.0,22.0,220.0,65.0,0.5,,1.91
Jamnagar,Amran1,8.2,676.0,453.0,0.0,293.0,107.0,3.0,0.0,0.2,240.0,52.0,17.0,200.0,90.0,5.7,,2.77
Jamnagar,Bedanpur,7.9,2040.0,1367.0,0.0,256.0,476.0,62.0,82.0,0.4,210.0,120.0,78.0,620.0,187.0,0.5,,3.27
Jamnagar,Dudhai2,8.2,692.0,464.0,0.0,281.0,71.0,3.0,62.0,0.48,230.0,28.0,15.0,130.0,124.0,2.1,,4.73
Jamnagar,Haripur2,8.0,1331.0,892.0,0.0,232.0,185.0,175.0,66.0,0.6,190.0,84.0,51.0,420.0,113.0,0.2,,2.4
Jamnagar,Kalawad,8.0,1794.0,1202.0,0.0,329.0,277.0,175.0,85.0,0.45,270.0,92.0,85.0,590.0,141.0,1.8,0.0,2.52
Jamnagar,Moti matli,8.0,860.0,576.0,0.0,256.0,128.0,34.0,48.0,0.51,210.0,48.0,27.0,230.0,111.0,1.4,,3.18
Jamnagar,Nikava,8.0,1400.0,938.0,0.0,439.0,220.0,8.0,36.0,0.38,360.0,72.0,41.0,350.0,170.0,11.3,,3.95
Jamnagar,Toda,8.2,756.0,507.0,0.0,317.0,85.0,60.0,29.0,0.45,260.0,64.0,27.0,270.0,88.0,1.9,0.0,2.33
Jamnagar,Bhatia,7.4,6852.0,4591.0,0.0,183.0,1740.0,60.0,693.0,0.28,150.0,320.0,170.0,1500.0,877.0,0.3,,9.85
Jamnagar,Bhogat,7.5,1840.0,1233.0,0.0,244.0,405.0,20.0,94.0,1.74,200.0,76.0,46.0,380.0,238.0,4.9,,5.31
Jamnagar,Juvanpur,7.9,2700.0,1809.0,0.0,342.0,568.0,125.0,129.0,0.32,280.0,88.0,68.0,500.0,381.0,4.6,,7.41
Jamnagar,Kalyanpur1,7.9,1338.0,896.0,0.0,281.0,234.0,65.0,80.0,0.26,230.0,64.0,36.0,310.0,180.0,0.9,,4.44
Jamnagar,Kalyanpur2,7.8,5755.0,3856.0,0.0,488.0,1527.0,80.0,243.0,2.0,400.0,140.0,170.0,1050.0,853.0,2.6,,11.45
Jamnagar,Pindara,8.0,1020.0,683.0,0.0,281.0,170.0,2.0,8.0,0.45,230.0,68.0,32.0,300.0,85.0,8.4,,2.13
Jamnagar,Raval,7.7,3062.0,2052.0,0.0,207.0,781.0,70.0,186.0,0.2,170.0,208.0,83.0,860.0,311.0,1.0,,4.61
Jamnagar,Kajuda,7.6,5121.0,3431.0,0.0,476.0,1122.0,46.0,504.0,0.44,390.0,160.0,170.0,1100.0,670.0,5.5,,8.78
Jamnagar,Kuvadia,8.1,708.0,474.0,0.0,220.0,85.0,44.0,26.0,0.26,180.0,60.0,24.0,250.0,53.0,0.3,0.47,1.46
Jamnagar,Salaya,7.9,1472.0,986.0,0.0,427.0,206.0,40.0,29.0,0.2,350.0,92.0,34.0,370.0,155.0,23.4,,3.5
Jamnagar,Vadtara,8.1,1205.0,807.0,0.0,354.0,163.0,135.0,62.0,0.18,290.0,100.0,7.0,280.0,192.0,1.2,,4.99
Jamnagar,Vinjhalpur,8.0,1219.0,817.0,0.0,244.0,192.0,65.0,87.0,0.2,200.0,68.0,17.0,240.0,174.0,1.3,,4.88
Jamnagar,Lalpur1,7.5,1600.0,1072.0,0.0,329.0,362.0,70.0,32.0,0.3,270.0,108.0,34.0,410.0,215.0,2.4,,4.62
Jamnagar,Vad panchasara,8.0,1328.0,890.0,0.0,500.0,185.0,22.0,35.0,0.48,410.0,92.0,44.0,410.0,147.0,6.3,,3.16
Jamnagar,Aramda,7.9,4335.0,2904.0,0.0,1037.0,838.0,42.0,60.0,0.6,850.0,120.0,73.0,600.0,685.0,54.1,,12.16
Jamnagar,Dwarka,7.8,2172.0,1455.0,0.0,232.0,469.0,110.0,22.0,0.25,190.0,72.0,39.0,340.0,291.0,26.0,,6.86
Jamnagar,Mojap,7.6,7060.0,4730.0,0.0,659.0,1882.0,11.0,62.0,1.54,540.0,140.0,97.0,750.0,1176.0,71.8,,18.67
Jamnagar,Samrasar,7.6,11280.0,7558.0,0.0,403.0,3657.0,10.0,390.0,3.48,330.0,320.0,389.0,2400.0,1646.0,25.4,,14.61
Jamnagar,Varwada,7.3,8243.0,5523.0,0.0,305.0,2592.0,60.0,345.0,0.75,250.0,260.0,291.0,1850.0,1156.0,14.4,,11.69
Jamnagar,Ambaliya,8.0,3654.0,2448.0,0.0,622.0,824.0,4.0,122.0,3.2,510.0,56.0,107.0,580.0,573.0,16.9,,10.34
Junagadh,Bilkha,8.2,1000.0,670.0,0.0,244.0,192.0,42.0,76.0,0.3,200.0,56.0,61.0,390.0,91.0,1.0,,2.0
Junagadh,Junagadh1,8.0,1080.0,724.0,0.0,183.0,206.0,60.0,37.0,0.25,150.0,76.0,41.0,360.0,79.0,2.7,0.85,1.81
Junagadh,Keshod,8.2,1032.0,691.0,0.0,329.0,85.0,38.0,61.0,0.3,270.0,84.0,32.0,340.0,67.0,7.4,1.7,1.58
Junagadh,Kodinar1,7.3,2390.0,1601.0,0.0,378.0,525.0,32.0,97.0,0.75,310.0,128.0,92.0,700.0,225.0,1.8,,3.7
Junagadh,Budhecha,8.2,1603.0,1074.0,0.0,122.0,369.0,35.0,143.0,0.5,100.0,84.0,36.0,360.0,205.0,4.4,,4.7
Junagadh,Chorwad,7.2,9823.0,6581.0,0.0,122.0,3515.0,32.0,230.0,0.2,100.0,860.0,231.0,3100.0,1052.0,4.3,,8.21
Junagadh,Juthal,8.2,835.0,559.0,0.0,293.0,107.0,7.0,8.0,0.3,240.0,76.0,24.0,290.0,54.0,2.2,,1.38
Junagadh,Kanek,7.6,7820.0,5239.0,0.0,146.0,2556.0,36.0,223.0,0.25,120.0,980.0,163.0,3120.0,420.0,17.3,,3.27
Junagadh,Khambalia1,7.9,4095.0,2744.0,0.0,244.0,1250.0,33.0,59.0,0.2,200.0,272.0,34.0,820.0,577.0,16.6,0.0,8.76
Junagadh,Kukaswada,7.6,7124.0,4773.0,0.0,146.0,2414.0,24.0,120.0,0.15,120.0,820.0,73.0,2350.0,627.0,3.5,0.0,5.62
Junagadh,Bantva,7.5,3796.0,2543.0,0.0,378.0,753.0,30.0,452.0,0.68,310.0,72.0,54.0,400.0,682.0,2.0,,14.83
Junagadh,Antroli,7.1,9820.0,6579.0,0.0,98.0,3479.0,70.0,273.0,0.15,80.0,700.0,280.0,2900.0,1146.0,18.6,,9.25
Junagadh,Arena,7.8,7800.0,5226.0,0.0,159.0,2663.0,60.0,231.0,0.15,130.0,600.0,231.0,2450.0,816.0,35.3,,7.17
Junagadh,Bamanwara,7.5,10233.0,6856.0,0.0,110.0,3373.0,90.0,633.0,0.4,90.0,,462.0,4600.0,479.0,4.0,,3.07
Junagadh,Goraj,8.2,980.0,657.0,0.0,342.0,135.0,50.0,15.0,1.0,280.0,48.0,34.0,260.0,125.0,2.5,,3.37
Junagadh,Khorada1,8.0,2800.0,1876.0,0.0,488.0,611.0,155.0,33.0,0.66,400.0,128.0,88.0,680.0,347.0,1.7,,5.79
Junagadh,Lohej,7.5,8215.0,5504.0,0.0,293.0,2840.0,38.0,342.0,0.35,240.0,480.0,207.0,2050.0,1212.0,23.9,,11.64
Junagadh,Maktupur1,7.9,5943.0,3982.0,0.0,683.0,1775.0,34.0,160.0,0.27,560.0,400.0,61.0,1250.0,756.0,326.0,,9.3
Junagadh,Mangrol1,8.2,1933.0,1295.0,0.0,451.0,376.0,105.0,10.0,0.9,370.0,116.0,34.0,430.0,253.0,27.0,,5.3
Junagadh,Manketara,8.2,1256.0,842.0,0.0,354.0,163.0,35.0,63.0,0.9,290.0,56.0,34.0,280.0,156.0,4.3,,4.05
Junagadh,Seriakhan,8.1,1900.0,1273.0,0.0,195.0,440.0,135.0,56.0,0.28,160.0,144.0,58.0,600.0,164.0,1.4,,2.91
Junagadh,Shardagram,7.5,9372.0,6279.0,0.0,207.0,3195.0,19.0,513.0,0.38,170.0,300.0,292.0,1950.0,1534.0,10.4,,15.1
Junagadh,Sil,7.9,2905.0,1946.0,0.0,390.0,724.0,21.0,54.0,0.15,320.0,96.0,29.0,360.0,459.0,70.6,,10.52
Junagadh,Sil bandar,7.7,7343.0,4920.0,0.0,317.0,2201.0,64.0,383.0,0.5,260.0,320.0,170.0,1500.0,1084.0,34.6,,12.17
Junagadh,Mendarda1,8.2,565.0,379.0,0.0,281.0,57.0,4.0,20.0,0.48,230.0,36.0,39.0,250.0,40.0,0.3,0.0,1.1
Junagadh,Alwani,8.0,824.0,552.0,0.0,354.0,64.0,2.0,39.0,0.05,290.0,40.0,56.0,330.0,43.0,0.3,,1.03
Junagadh,Jambur[madhapar,7.4,853.0,572.0,0.0,366.0,85.0,9.0,6.0,0.28,300.0,60.0,41.0,320.0,53.0,2.1,,1.29
Junagadh,Talala1,8.0,934.0,626.0,0.0,342.0,71.0,22.0,65.0,0.08,280.0,44.0,54.0,330.0,63.0,1.0,,1.51
Junagadh,Dhokadva,7.8,590.0,395.0,0.0,305.0,28.0,11.0,13.0,0.18,250.0,44.0,34.0,250.0,29.0,2.3,,0.8
Junagadh,Girgadhada,7.8,778.0,521.0,0.0,354.0,57.0,37.0,8.0,0.35,290.0,52.0,41.0,300.0,51.0,0.3,,1.28
Junagadh,Jamvala1,7.8,652.0,437.0,0.0,305.0,43.0,4.0,15.0,0.26,250.0,56.0,24.0,240.0,42.0,2.6,,1.18
Junagadh,Una2,7.6,2931.0,1964.0,0.0,793.0,483.0,75.0,119.0,2.3,650.0,88.0,97.0,620.0,419.0,3.6,,7.32
Junagadh,Khoras ahir,8.0,1747.0,1170.0,0.0,366.0,334.0,72.0,29.0,0.2,300.0,172.0,46.0,620.0,113.0,1.3,,1.97
Junagadh,Ajotha,7.3,1405.0,941.0,0.0,268.0,263.0,65.0,48.0,0.85,220.0,84.0,58.0,450.0,115.0,1.4,,2.36
Junagadh,Govindpura2,7.4,627.0,420.0,0.0,268.0,50.0,14.0,24.0,0.8,220.0,48.0,39.0,280.0,23.0,1.6,0.17,0.6
Junagadh,Prempara,8.1,1100.0,737.0,0.0,354.0,142.0,76.0,10.0,0.2,290.0,72.0,61.0,430.0,62.0,0.1,,1.3
Junagadh,Ambervelnes,7.8,750.0,503.0,0.0,366.0,50.0,4.0,3.0,0.19,300.0,64.0,34.0,300.0,36.0,3.8,0.0,0.9
Junagadh,Bhimvel,8.0,1054.0,706.0,0.0,366.0,107.0,40.0,28.0,0.5,300.0,64.0,34.0,300.0,99.0,2.1,0.0,2.49
Junagadh,Degam,8.1,3858.0,2585.0,0.0,476.0,966.0,26.0,258.0,1.0,390.0,96.0,83.0,580.0,682.0,24.7,,12.31
Junagadh,Kansari,7.3,1423.0,953.0,0.0,427.0,178.0,105.0,28.0,0.95,350.0,60.0,63.0,410.0,143.0,1.2,0.4,3.07
Junagarh,Agatrai,8.0,2681.0,1796.0,0.0,256.0,696.0,130.0,79.0,0.28,210.0,216.0,121.0,1040.0,162.0,0.9,0.0,2.18
Junagarh,Anandpur,7.7,2200.0,1474.0,0.0,207.0,525.0,100.0,84.0,0.5,170.0,160.0,78.0,720.0,170.0,0.7,,2.75
Junagarh,Ankalvadi,7.7,612.0,410.0,0.0,281.0,57.0,8.0,2.0,0.2,230.0,48.0,29.0,240.0,37.0,1.8,,1.04
Junagarh,Chokhli,7.9,1286.0,862.0,0.0,159.0,263.0,28.0,105.0,0.43,130.0,72.0,22.0,270.0,170.0,1.0,,4.5
Junagarh,Jagrala,8.0,519.0,348.0,0.0,281.0,28.0,2.0,7.0,0.28,230.0,44.0,24.0,210.0,32.0,0.2,0.0,0.96
Junagarh,Kasiya naka,8.1,700.0,469.0,0.0,390.0,36.0,5.0,4.0,0.1,320.0,36.0,49.0,290.0,41.0,0.0,,1.05
Junagarh,Kesariya ji,7.4,1870.0,1253.0,0.0,317.0,369.0,56.0,90.0,0.9,260.0,72.0,66.0,450.0,220.0,4.5,0.0,4.51
Junagarh,Khanderipur,8.0,618.0,414.0,0.0,256.0,99.0,2.0,15.0,0.2,210.0,28.0,46.0,260.0,50.0,0.3,,1.35
Junagarh,Saradiya,7.6,2460.0,1648.0,0.0,354.0,540.0,25.0,145.0,0.35,290.0,128.0,58.0,560.0,310.0,3.3,,5.7
Junagarh,Vadal,8.0,1050.0,704.0,0.0,281.0,163.0,90.0,38.0,0.7,230.0,72.0,44.0,360.0,100.0,0.9,,2.29
Kacchh,Bambhedai,7.88,4696.0,3146.0,0.0,159.0,1383.0,1.0,297.0,0.5,130.0,120.0,120.0,800.0,744.0,5.0,,11.44
Kacchh,Khorai,7.35,1129.0,756.0,0.0,244.0,206.0,46.0,22.0,0.0,200.0,80.0,29.0,320.0,108.0,9.5,0.36,2.62
Kacchh,Kotada,7.6,2446.0,1639.0,0.0,256.0,674.0,21.0,130.0,0.3,210.0,120.0,72.0,600.0,334.0,4.9,0.6,5.93
Kacchh,Luni,7.81,1623.0,1087.0,0.0,171.0,411.0,50.0,19.0,0.07,140.0,96.0,31.0,370.0,192.0,6.2,,4.34
Kacchh,Suthri,7.86,4725.0,3166.0,0.0,378.0,1347.0,6.0,100.0,0.77,310.0,140.0,84.0,700.0,757.0,5.7,0.0,12.44
Kacchh,Tuga,8.1,1916.0,1284.0,0.0,256.0,439.0,10.0,48.0,0.68,210.0,52.0,62.0,390.0,233.0,12.9,0.0,5.13
Kacchh,Ughedi,7.98,6892.0,4618.0,0.0,171.0,2056.0,19.0,474.0,0.3,140.0,180.0,252.0,1500.0,960.0,7.5,,10.78
Kacchh,vadala,7.98,3976.0,2664.0,0.0,342.0,1099.0,23.0,135.0,0.66,280.0,140.0,108.0,800.0,557.0,5.3,0.0,8.56
Kachchh,Kotaya,7.9,1153.0,773.0,0.0,378.0,149.0,17.0,79.0,0.95,310.0,20.0,31.0,180.0,203.0,0.9,,6.58
Kachchh,Kothara,7.56,4897.0,3281.0,0.0,126.0,1418.0,5.0,290.0,0.0,103.0,220.0,108.0,1000.0,660.0,32.0,,9.07
Kachchh,Mothala,7.7,5921.0,3967.0,0.0,207.0,1914.0,1.0,128.0,0.2,170.0,160.0,216.0,1300.0,800.0,5.2,,9.65
Kachchh,Naliya1,7.98,1545.0,1035.0,0.0,598.0,170.0,6.0,78.0,1.15,490.0,16.0,31.0,170.0,300.0,3.9,0.08,10.0
Kachchh,Tera,7.45,4956.0,3321.0,0.0,854.0,957.0,27.0,506.0,1.5,700.0,100.0,120.0,750.0,860.0,13.6,,13.65
Kachchh,Vinjhan1,7.82,672.0,450.0,0.0,256.0,57.0,0.0,65.0,0.4,210.0,32.0,36.0,230.0,60.0,7.8,,1.72
Kachchh,Dholavira,7.92,11320.0,7584.0,0.0,842.0,2552.0,75.0,1021.0,0.2,690.0,480.0,240.0,2200.0,1500.0,200.0,,13.9
Kachchh,Kharoi,7.78,28360.0,19001.0,0.0,366.0,8190.0,21.0,2468.0,2.2,300.0,120.0,300.0,1550.0,6000.0,60.0,,66.26
Kachchh,Rathanpurkhadir,7.65,3440.0,2305.0,0.0,317.0,957.0,22.0,214.0,0.6,260.0,180.0,132.0,1000.0,400.0,16.0,0.0,5.5
Kachchh,Samkhiari,8.01,3850.0,2580.0,0.0,537.0,709.0,200.0,347.0,1.0,440.0,100.0,180.0,1000.0,354.0,160.0,,4.87
Kachchh,Bhuj1,7.66,900.0,603.0,0.0,171.0,142.0,4.0,143.0,0.14,140.0,76.0,22.0,280.0,99.0,13.0,,2.57
Kachchh,Khavada,7.67,7212.0,4832.0,0.0,146.0,1844.0,6.0,922.0,0.0,120.0,260.0,292.0,1850.0,860.0,20.4,,8.69
Kachchh,Lodai,7.5,3013.0,2019.0,0.0,183.0,567.0,25.0,588.0,0.3,150.0,200.0,132.0,1050.0,250.0,15.0,,3.35
Kachchh,Sedat,7.58,590.0,395.0,0.0,207.0,85.0,0.0,37.0,0.0,170.0,52.0,26.0,240.0,41.0,3.0,,1.15
Kachchh,Sukhpar,7.98,7680.0,5146.0,0.0,146.0,1950.0,25.0,932.0,1.25,120.0,100.0,396.0,1900.0,920.0,4.6,,9.18
Kachchh,Gandhidham1,7.81,790.0,529.0,0.0,317.0,99.0,35.0,1.0,0.21,260.0,64.0,31.0,290.0,65.0,11.5,,1.66
Kachchh,Shinaya,7.75,2873.0,1925.0,0.0,293.0,780.0,12.0,44.0,0.44,240.0,120.0,12.0,350.0,488.0,3.8,,11.34
Kachchh,Lakhpat1,7.6,3477.0,2330.0,0.0,159.0,815.0,3.0,435.0,0.0,130.0,180.0,134.0,1000.0,345.0,8.0,,4.74
Kachchh,Mata no madh,7.98,968.0,649.0,0.0,159.0,149.0,10.0,155.0,0.35,130.0,68.0,29.0,290.0,103.0,7.1,,2.63
Kachchh,Moti cher,7.92,3251.0,2178.0,0.0,122.0,957.0,5.0,188.0,0.0,100.0,140.0,144.0,950.0,330.0,19.1,,4.66
Kachchh,Dunai,7.68,998.0,669.0,0.0,403.0,106.0,5.0,55.0,0.7,330.0,32.0,48.0,280.0,122.0,2.1,,3.17
Kachchh,Kotadi,7.62,2874.0,1926.0,0.0,537.0,567.0,9.0,252.0,0.85,440.0,60.0,84.0,500.0,470.0,5.8,,9.14
Kachchh,Mandvi-3,7.6,616.0,413.0,0.0,354.0,57.0,6.0,8.0,0.0,290.0,68.0,14.0,230.0,54.0,29.5,,1.55
Kachchh,Ratanpur(maum.),7.8,1282.0,859.0,0.0,342.0,156.0,28.0,143.0,0.85,280.0,28.0,46.0,260.0,192.0,5.6,,5.18
Kachchh,Bhadreshwar,7.51,721.0,483.0,0.0,220.0,135.0,6.0,5.0,0.0,180.0,44.0,26.0,220.0,75.0,10.1,,2.2
Kachchh,Karagoga,7.6,4195.0,2811.0,0.0,964.0,780.0,8.0,153.0,1.2,790.0,100.0,24.0,350.0,793.0,2.8,0.0,18.43
Kachchh,Chandranagar,7.98,1972.0,1321.0,0.0,195.0,383.0,4.0,282.0,0.43,160.0,88.0,84.0,570.0,200.0,8.0,0.2,3.64
Kachchh,Devisar,7.9,4611.0,3089.0,0.0,244.0,1276.0,1.0,324.0,0.8,200.0,160.0,132.0,950.0,650.0,15.4,0.83,9.17
Kachchh,Deshalpur rapar,7.8,2250.0,1508.0,0.0,220.0,432.0,13.0,297.0,0.08,180.0,132.0,106.0,770.0,160.0,27.0,,2.51
Kachchh,Gagodar,7.9,20370.0,13648.0,0.0,366.0,5850.0,120.0,1468.0,1.4,300.0,600.0,657.0,4200.0,2800.0,150.0,4.9,18.78
Kachchh,Kuda,7.56,950.0,637.0,0.0,390.0,92.0,8.0,47.0,0.8,320.0,112.0,17.0,350.0,73.0,12.0,2.5,1.7
Kachchh,Lilpur,7.6,6880.0,4610.0,0.0,390.0,1737.0,40.0,850.0,0.95,320.0,420.0,276.0,2200.0,700.0,26.0,0.57,6.49
Kachchh,Rapar2,7.61,780.0,523.0,0.0,171.0,121.0,2.0,112.0,0.35,140.0,68.0,26.0,280.0,70.0,3.7,,1.82
Kheda,Balasinor1,7.55,663.0,444.0,0.0,171.0,99.0,26.0,72.0,0.35,140.0,68.0,31.0,300.0,36.0,0.7,,0.9
Kheda,Juna vasadra,8.05,4010.0,2687.0,0.0,586.0,922.0,32.0,254.0,0.35,480.0,200.0,240.0,1500.0,271.0,22.0,,3.04
Kheda,Ladvel,7.92,980.0,657.0,0.0,366.0,121.0,5.0,30.0,0.82,300.0,28.0,22.0,160.0,145.0,39.0,,4.98
Kheda,Alina,7.87,2423.0,1623.0,0.0,464.0,496.0,115.0,29.0,0.7,380.0,52.0,106.0,570.0,296.0,8.2,,5.39
Kheda,Mahudha,7.6,1911.0,1280.0,0.0,671.0,284.0,38.0,2.0,0.68,550.0,44.0,74.0,420.0,261.0,5.0,,5.54
Kheda,Nadiad2,7.61,1068.0,716.0,0.0,573.0,50.0,1.0,30.0,0.46,470.0,44.0,79.0,440.0,62.0,15.0,,1.29
Kheda,Dakor,7.92,1872.0,1254.0,0.0,830.0,156.0,21.0,8.0,0.72,680.0,32.0,77.0,400.0,240.0,12.2,,5.22
Kheda,Kalesar,8.0,1190.0,797.0,0.0,622.0,64.0,7.0,13.0,0.92,510.0,32.0,55.0,310.0,144.0,0.4,,3.56
Kheda,Alindra,7.66,789.0,529.0,0.0,390.0,28.0,10.0,45.0,0.6,320.0,48.0,41.0,290.0,58.0,1.7,,1.48
Kheda,Bariyavi,7.4,1200.0,804.0,0.0,378.0,156.0,6.0,100.0,0.1,310.0,56.0,48.0,340.0,139.0,1.2,,3.28
Kheda,Muliyad,7.98,6945.0,4653.0,0.0,171.0,2304.0,4.0,220.0,0.5,140.0,260.0,228.0,1600.0,950.0,0.4,,10.33
Kheda,Parvada,7.52,1200.0,804.0,0.0,476.0,120.0,25.0,4.0,0.7,390.0,56.0,43.0,320.0,112.0,27.0,,2.72
Mahesana,Asjol,8.18,540.0,362.0,0.0,220.0,28.0,60.0,4.0,0.08,180.0,64.0,12.0,210.0,29.0,12.1,0.85,0.87
Mahesana,Dharpura,8.2,990.0,663.0,0.0,500.0,57.0,16.0,8.0,0.7,410.0,32.0,14.0,140.0,172.0,46.0,0.05,6.32
Mahesana,Budasan,7.98,2580.0,1729.0,0.0,695.0,567.0,26.0,88.0,0.6,570.0,260.0,72.0,950.0,250.0,38.0,,3.53
Mahesana,Vidaj,7.86,2363.0,1583.0,0.0,573.0,390.0,50.0,100.0,0.2,470.0,140.0,36.0,500.0,245.0,157.0,0.2,4.76
Mahesana,Kheralu1,7.94,1796.0,1203.0,0.0,561.0,234.0,18.0,112.0,1.76,460.0,60.0,60.0,400.0,244.0,0.1,0.0,5.3
Mahesana,Rampura1,8.1,1214.0,813.0,0.0,537.0,92.0,5.0,89.0,0.37,440.0,64.0,34.0,300.0,170.0,2.1,0.0,4.27
