District,Location,pH,EC,TDS,CO3,HCO3,CI,NO3,SO4,F,Alk,Ca,Mg,TH,Na,K,Fe,SAR
Sabarkantha,Punasan,7.65,841.0,563.0,0.0,232.0,85.0,50.0,35.0,0.4,190.0,56.0,19.0,220.0,78.0,0.4,,2.29
Sabarkantha,Shamlaji,7.9,752.0,504.0,0.0,317.0,78.0,1.0,23.0,0.45,260.0,52.0,24.0,230.0,77.0,2.2,0.0,2.21
Sabarkantha,Takatuka,7.85,2149.0,1440.0,0.0,354.0,391.0,70.0,76.0,1.0,290.0,60.0,68.0,430.0,256.0,1.3,0.25,5.37
Sabarkantha,Dhansura,7.8,1154.0,773.0,0.0,451.0,92.0,48.0,36.0,0.75,370.0,40.0,46.0,290.0,133.0,0.2,,3.4
Sabarkantha,Karanpur,7.9,704.0,472.0,0.0,281.0,85.0,38.0,23.0,0.75,230.0,36.0,17.0,160.0,114.0,0.0,,3.92
Sabarkantha,Gadha1,7.8,2586.0,1733.0,0.0,353.0,433.0,80.0,160.0,2.14,289.0,92.0,44.0,410.0,338.0,2.6,,7.26
Sabarkantha,Virpur2,7.9,701.0,470.0,0.0,244.0,43.0,40.0,60.0,0.8,200.0,72.0,19.0,260.0,45.0,2.0,0.01,1.21
Sabarkantha,Bhadreshwar1,8.0,2302.0,1542.0,0.0,524.0,298.0,45.0,186.0,1.1,430.0,76.0,61.0,440.0,298.0,2.4,0.0,6.18
Sabarkantha,Revas,7.9,1805.0,1209.0,0.0,281.0,227.0,190.0,54.0,0.95,230.0,140.0,58.0,580.0,86.0,1.2,,1.55
Sabarkantha,Khedbramha,7.9,3671.0,2460.0,0.0,171.0,994.0,160.0,90.0,0.85,140.0,380.0,97.0,1350.0,200.0,2.6,0.08,2.37
Sabarkantha,Matoda,8.2,2146.0,1438.0,0.0,220.0,369.0,155.0,120.0,0.45,180.0,160.0,73.0,700.0,119.0,23.5,,1.96
Sabarkantha,Silwad,8.2,4571.0,3063.0,0.0,342.0,1243.0,120.0,101.0,1.15,280.0,220.0,170.0,1250.0,465.0,10.3,,5.72
Sabarkantha,Meghraj,7.82,720.0,482.0,0.0,244.0,57.0,1.0,10.0,0.35,200.0,44.0,22.0,200.0,43.0,3.9,0.14,1.32
Sabarkantha,Seenawad,8.0,1379.0,924.0,0.0,268.0,163.0,85.0,55.0,0.77,220.0,80.0,48.0,400.0,83.0,7.9,,1.8
Sabarkantha,Harsol1,7.9,1486.0,996.0,0.0,634.0,99.0,60.0,69.0,2.3,520.0,48.0,53.0,340.0,206.0,1.0,,4.86
Sabarkantha,Choriwad,8.0,2174.0,1457.0,0.0,244.0,348.0,200.0,125.0,0.9,200.0,252.0,48.0,830.0,74.0,2.5,,1.12
Sabarkantha,Wadali,8.1,1893.0,1268.0,0.0,256.0,256.0,180.0,130.0,1.22,210.0,148.0,41.0,540.0,147.0,6.3,,2.75
Sabarkantha,Atarsumba,7.9,1081.0,724.0,0.0,232.0,114.0,45.0,48.0,0.3,190.0,80.0,22.0,290.0,69.0,3.0,0.0,1.76
Sabarkantha,Alwakampa,7.9,1196.0,801.0,0.0,439.0,170.0,46.0,23.0,0.55,360.0,24.0,66.0,330.0,154.0,0.2,0.0,3.69
Sabarkantha,Boriya,7.9,3413.0,2287.0,0.0,207.0,888.0,150.0,161.0,0.5,170.0,200.0,73.0,800.0,427.0,1.0,0.1,6.56
Sabarkantha,Chandav,8.0,1298.0,870.0,0.0,329.0,142.0,65.0,82.0,1.3,270.0,104.0,32.0,390.0,103.0,7.3,0.08,2.27
Sabarkantha,Gadada,7.78,1803.0,1208.0,0.0,256.0,270.0,145.0,168.0,1.2,210.0,64.0,90.0,530.0,166.0,2.1,0.08,3.14
Sabarkantha,Kesharpur Idar,8.1,1684.0,1128.0,0.0,207.0,249.0,140.0,72.0,0.7,170.0,172.0,24.0,530.0,85.0,2.4,0.11,1.61
Sabarkantha,Kesharpur Talod,7.8,1440.0,965.0,0.0,488.0,128.0,80.0,24.0,2.8,400.0,28.0,34.0,210.0,216.0,1.2,0.0,6.48
Sabarkantha,Kherwada,7.7,867.0,581.0,0.0,256.0,121.0,0.0,28.0,0.25,210.0,56.0,29.0,260.0,70.0,1.5,0.27,1.89
Sabarkantha,Malpur,8.0,702.0,470.0,0.0,268.0,57.0,70.0,23.0,1.0,220.0,44.0,29.0,230.0,71.0,0.0,0.0,2.04
Sabarkantha,Medasana,8.1,1233.0,826.0,0.0,268.0,163.0,55.0,96.0,0.85,220.0,60.0,39.0,310.0,133.0,1.2,0.2,3.28
Sabarkantha,Sabalwad,8.1,1081.0,724.0,0.0,342.0,92.0,60.0,69.0,3.5,280.0,100.0,24.0,350.0,88.0,2.0,0.78,2.05
Sabarkantha,Umedpur,7.8,1869.0,1252.0,0.0,525.0,227.0,100.0,32.0,1.37,430.0,36.0,73.0,390.0,222.0,0.6,,4.89
Surat,Allu,7.91,680.0,456.0,0.0,305.0,28.0,9.0,137.0,1.17,250.0,48.0,46.0,310.0,61.0,0.2,,1.51
Surat,Sarbhon,7.65,1210.0,811.0,0.0,317.0,170.0,9.0,145.0,0.94,260.0,32.0,50.0,290.0,172.0,3.0,0.11,4.39
Surat,Ten-bardoli,7.7,870.0,583.0,0.0,366.0,50.0,3.0,67.0,0.43,300.0,40.0,43.0,280.0,76.0,2.1,0.08,1.97
Surat,Sachin town,7.61,1847.0,1237.0,0.0,317.0,454.0,4.0,84.0,0.36,260.0,88.0,91.0,600.0,184.0,3.2,,3.27
Surat,Sultanabad,7.68,1074.0,720.0,0.0,451.0,128.0,28.0,37.0,0.2,370.0,44.0,60.0,360.0,117.0,24.0,,2.68
Surat,Kathor,7.56,1440.0,965.0,0.0,525.0,156.0,22.0,87.0,0.45,430.0,44.0,82.0,450.0,144.0,1.3,0.02,2.95
Surat,Kasal,8.0,792.0,531.0,0.0,268.0,85.0,23.0,60.0,0.2,220.0,80.0,38.0,360.0,29.0,0.3,,0.66
Surat,Malda,7.61,774.0,519.0,0.0,390.0,43.0,12.0,49.0,0.42,320.0,100.0,26.0,360.0,38.0,3.0,,0.87
Surat,Mandvi2,7.7,1184.0,793.0,0.0,281.0,156.0,125.0,81.0,0.4,230.0,88.0,55.0,450.0,87.0,0.3,0.02,1.78
Surat,Ushker,7.89,890.0,596.0,0.0,329.0,71.0,25.0,56.0,0.33,270.0,64.0,34.0,300.0,69.0,1.9,,1.73
Surat,Dungri,7.81,1600.0,1072.0,0.0,671.0,142.0,25.0,35.0,0.88,550.0,128.0,34.0,460.0,162.0,4.7,0.1,3.28
Surat,Gangtha,7.85,1200.0,804.0,0.0,512.0,71.0,33.0,87.0,0.4,420.0,80.0,65.0,470.0,78.0,7.3,0.2,1.56
Surat,Pankheda,7.78,680.0,456.0,0.0,305.0,57.0,34.0,22.0,0.5,250.0,68.0,36.0,320.0,29.0,0.3,0.04,0.7
Surat,Olpad2,7.5,1770.0,1186.0,0.0,659.0,206.0,40.0,20.0,1.17,540.0,32.0,46.0,270.0,252.0,66.3,,6.67
Surat,Wadoli,7.81,2650.0,1776.0,0.0,134.0,745.0,4.0,191.0,0.8,110.0,120.0,144.0,900.0,220.0,2.7,,3.19
Surat,Kadodra,7.91,846.0,567.0,0.0,342.0,71.0,6.0,97.0,0.18,280.0,64.0,31.0,290.0,91.0,1.0,0.0,2.32
Surat,Palsana,7.9,975.0,653.0,0.0,342.0,121.0,3.0,84.0,0.1,280.0,52.0,36.0,280.0,121.0,8.6,0.0,3.14
Surat,Bhurvel (ukai),7.9,2316.0,1552.0,0.0,403.0,567.0,8.0,5.0,0.3,330.0,124.0,46.0,500.0,297.0,11.0,,5.77
Surat,Jesingpura[sg],7.5,744.0,498.0,0.0,451.0,21.0,3.0,6.0,0.13,370.0,80.0,41.0,370.0,18.0,0.8,,0.41
Surat,Surat1,7.62,680.0,456.0,0.0,317.0,64.0,5.0,37.0,0.22,260.0,60.0,29.0,270.0,57.0,4.3,,1.51
Surat,Tawali,7.7,700.0,469.0,0.0,281.0,57.0,28.0,73.0,0.15,230.0,72.0,41.0,350.0,28.0,1.2,,0.65
Surat,Uchchhal1,7.61,790.0,529.0,0.0,305.0,64.0,50.0,60.0,0.2,250.0,72.0,48.0,380.0,30.0,0.5,,0.67
Surat,Chavada,7.9,430.0,288.0,0.0,183.0,43.0,19.0,11.0,0.2,150.0,40.0,24.0,200.0,18.0,0.3,,0.55
Surat,Bedchit,7.62,1384.0,927.0,0.0,390.0,206.0,23.0,108.0,0.78,320.0,60.0,91.0,530.0,100.0,0.3,0.0,1.89
Surat,Karanjvel,7.82,400.0,268.0,0.0,232.0,21.0,26.0,42.0,0.34,190.0,60.0,22.0,240.0,21.0,2.0,0.08,0.59
Surat,Vyara1,7.5,390.0,261.0,0.0,183.0,28.0,3.0,16.0,0.2,150.0,40.0,17.0,170.0,18.0,2.3,,0.6
Surat,Bhatkol,7.6,898.0,602.0,0.0,354.0,85.0,5.0,55.0,1.05,290.0,80.0,14.0,260.0,99.0,1.2,0.0,2.67
Surat,Chapawadi,7.82,490.0,328.0,0.0,220.0,28.0,4.0,54.0,0.22,180.0,60.0,24.0,250.0,14.0,0.4,0.08,0.38
Surat,Digas,7.62,1200.0,804.0,0.0,598.0,43.0,36.0,35.0,0.92,490.0,32.0,53.0,300.0,147.0,0.5,0.0,3.69
Surat,Gangadhara,7.98,2973.0,1992.0,0.0,854.0,525.0,55.0,31.0,0.75,700.0,40.0,108.0,550.0,450.0,0.5,0.0,8.34
Surat,Kalkui,7.5,400.0,268.0,0.0,232.0,7.0,3.0,75.0,0.38,190.0,48.0,26.0,230.0,24.0,0.4,0.02,0.69
Surat,Kherwara,7.98,684.0,458.0,0.0,256.0,71.0,18.0,43.0,0.45,210.0,68.0,31.0,300.0,33.0,0.6,0.02,0.83
Surat,Madvi,7.91,1090.0,730.0,0.0,488.0,85.0,15.0,56.0,0.77,400.0,48.0,67.0,400.0,89.0,1.3,,1.93
Surat,Mota,7.42,2447.0,1639.0,0.0,488.0,546.0,27.0,27.0,0.95,400.0,60.0,72.0,450.0,360.0,1.8,0.02,7.38
Surat,Moti Sarkui,7.68,560.0,375.0,0.0,244.0,43.0,24.0,44.0,0.48,200.0,52.0,29.0,250.0,36.0,0.4,0.0,0.99
Surat,Moticher,7.9,480.0,322.0,0.0,195.0,28.0,38.0,54.0,0.22,160.0,64.0,19.0,240.0,22.0,1.0,,0.62
Surat,Nana Palvi,7.4,2250.0,1508.0,0.0,549.0,468.0,10.0,23.0,0.75,450.0,80.0,70.0,490.0,305.0,12.0,0.02,5.99
Surat,Paneshwar,7.68,1536.0,1029.0,0.0,171.0,354.0,38.0,111.0,0.2,140.0,148.0,65.0,640.0,70.0,0.4,0.04,1.2
Surat,Sayon,7.55,1690.0,1132.0,0.0,403.0,333.0,21.0,89.0,0.5,330.0,84.0,84.0,560.0,164.0,1.5,0.0,3.01
Surat,Vadoli,7.92,1000.0,670.0,0.0,451.0,64.0,2.0,120.0,1.4,370.0,44.0,62.0,370.0,102.0,0.2,,2.31
Surat,Vaheval,7.92,630.0,422.0,0.0,244.0,64.0,20.0,101.0,0.3,200.0,76.0,36.0,340.0,34.0,1.4,0.03,0.8
Surendranagar,Bamanbor,8.0,1028.0,689.0,0.0,256.0,114.0,72.0,63.0,0.55,210.0,100.0,24.0,350.0,68.0,1.4,0.0,1.58
Surendranagar,Vanala,8.0,1310.0,878.0,0.0,293.0,135.0,3.0,187.0,0.6,240.0,48.0,27.0,230.0,185.0,4.2,,5.3
Surendranagar,Bajana,7.9,553.0,371.0,0.0,232.0,64.0,7.0,17.0,0.5,190.0,28.0,20.0,150.0,72.0,7.0,0.06,2.56
Surendranagar,Jhinjhuwada,8.0,549.0,368.0,0.0,207.0,85.0,9.0,10.0,0.8,170.0,32.0,17.0,150.0,74.0,6.2,0.01,2.63
Surendranagar,Dhrangadhra2,8.2,3684.0,2468.0,0.0,207.0,1172.0,20.0,12.0,1.5,170.0,180.0,85.0,800.0,495.0,2.9,,7.61
Surendranagar,Rajsitapur,8.2,552.0,370.0,0.0,270.0,85.0,11.0,14.0,1.25,221.0,28.0,12.0,120.0,115.0,5.1,0.02,4.56
Surendranagar,Ratanpur1,8.2,2624.0,1758.0,0.0,317.0,611.0,35.0,157.0,3.6,260.0,80.0,75.0,510.0,379.0,2.3,0.0,7.3
Surendranagar,Halvad2,8.2,2874.0,1926.0,0.0,378.0,653.0,13.0,35.0,1.6,310.0,128.0,54.0,550.0,342.0,18.0,,6.34
Surendranagar,Miani,8.0,2848.0,1908.0,0.0,366.0,717.0,17.0,42.0,1.5,300.0,140.0,54.0,570.0,375.0,15.0,,6.83
Surendranagar,Sukhpar1,8.1,3424.0,2294.0,0.0,378.0,710.0,250.0,230.0,1.8,310.0,80.0,97.0,600.0,538.0,1.9,0.0,9.55
Surendranagar,Limbdi1,7.9,602.0,403.0,0.0,159.0,149.0,5.0,26.0,0.4,130.0,40.0,27.0,210.0,76.0,3.0,0.0,2.28
Surendranagar,Shiyani,8.2,566.0,379.0,0.0,232.0,114.0,16.0,9.0,1.0,190.0,32.0,17.0,150.0,105.0,5.2,0.0,3.73
Surendranagar,Muli,7.9,2768.0,1855.0,0.0,647.0,504.0,65.0,36.0,4.4,530.0,40.0,24.0,200.0,530.0,2.1,0.0,16.29
Surendranagar,Sara,8.0,12576.0,8426.0,0.0,232.0,3621.0,8.0,1165.0,0.55,190.0,220.0,863.0,4100.0,1143.0,70.6,0.0,7.76
Surendranagar,Dheduki,8.1,678.0,454.0,0.0,329.0,78.0,7.0,6.0,0.4,270.0,84.0,14.0,270.0,57.0,18.0,,1.51
Surendranagar,Surendranagar2,7.9,2937.0,1968.0,0.0,659.0,483.0,70.0,19.0,5.0,540.0,40.0,29.0,220.0,506.0,2.0,0.0,14.83
Surendranagar,Warod,8.2,2257.0,1512.0,0.0,598.0,348.0,26.0,100.0,1.0,490.0,112.0,78.0,600.0,237.0,24.8,,4.21
Surendranagar,Dhandalpur,8.0,6062.0,4062.0,0.0,329.0,1207.0,900.0,166.0,1.05,270.0,200.0,340.0,1900.0,458.0,74.7,,4.57
Surendranagar,Juna Develiya,8.2,1645.0,1102.0,0.0,342.0,249.0,30.0,136.0,0.9,280.0,60.0,61.0,400.0,186.0,8.5,,4.04
Surendranagar,Latuda,8.2,1695.0,1136.0,0.0,378.0,298.0,56.0,25.0,1.05,310.0,40.0,54.0,320.0,225.0,0.4,,5.47
Surendranagar,Moti Moladi,8.2,3938.0,2638.0,0.0,268.0,1065.0,110.0,153.0,0.75,220.0,260.0,255.0,1700.0,134.0,0.6,,1.41
Surendranagar,Pipli,8.0,594.0,398.0,0.0,207.0,71.0,10.0,43.0,0.85,170.0,32.0,22.0,170.0,72.0,5.8,0.0,2.4
Surendranagar,Sudamda,8.2,4570.0,3062.0,0.0,256.0,1065.0,400.0,310.0,0.6,210.0,360.0,231.0,1850.0,243.0,2.3,,2.46
The dangs,Aherdi,7.62,360.0,241.0,0.0,159.0,28.0,2.0,51.0,0.05,130.0,60.0,14.0,210.0,7.0,0.3,0.01,0.21
The dangs,Ahwa1,7.71,820.0,549.0,0.0,220.0,156.0,32.0,20.0,0.08,180.0,60.0,26.0,260.0,68.0,13.0,,1.83
The dangs,Bari pada,7.78,410.0,275.0,0.0,220.0,14.0,4.0,8.0,0.3,180.0,44.0,17.0,180.0,15.0,0.2,0.09,0.49
The dangs,Bori gaotha,8.01,442.0,296.0,0.0,220.0,35.0,7.0,10.0,0.34,180.0,44.0,24.0,210.0,17.0,0.2,0.0,0.51
The dangs,Chikhli,7.81,402.0,269.0,0.0,244.0,14.0,0.0,11.0,0.1,200.0,44.0,24.0,210.0,10.0,0.3,,0.3
The dangs,Chinchnogaotha,7.91,620.0,415.0,0.0,207.0,57.0,46.0,83.0,0.15,170.0,76.0,36.0,340.0,16.0,0.3,,0.38
The dangs,Chinchpada,7.3,452.0,303.0,0.0,171.0,35.0,40.0,36.0,0.08,140.0,56.0,22.0,230.0,14.0,0.2,0.0,0.4
The dangs,Dhumkal,7.51,430.0,288.0,0.0,207.0,21.0,1.0,32.0,0.2,170.0,52.0,19.0,210.0,11.0,0.2,0.6,0.33
The dangs,Ghubita,7.62,450.0,302.0,0.0,232.0,21.0,2.0,18.0,0.1,190.0,48.0,22.0,210.0,14.0,0.2,0.11,0.42
The dangs,Jakana,7.82,350.0,235.0,0.0,98.0,35.0,40.0,23.0,0.4,80.0,56.0,0.0,140.0,22.0,5.6,0.27,0.81
The dangs,Malegaon,7.81,470.0,315.0,0.0,146.0,50.0,5.0,48.0,0.26,120.0,56.0,19.0,220.0,12.0,0.3,0.01,0.35
The dangs,Nadak khadi,7.52,400.0,268.0,0.0,195.0,28.0,5.0,27.0,0.1,160.0,40.0,14.0,160.0,33.0,0.2,0.0,1.13
The dangs,Nana pada,7.52,400.0,268.0,0.0,232.0,14.0,1.0,3.0,0.2,190.0,48.0,14.0,180.0,16.0,0.1,,0.52
The dangs,Sodmal,7.51,402.0,269.0,0.0,220.0,28.0,4.0,8.0,0.28,180.0,44.0,22.0,200.0,15.0,0.4,0.04,0.46
The dangs,Subir,7.61,406.0,272.0,0.0,220.0,35.0,3.0,3.0,0.1,180.0,56.0,5.0,160.0,35.0,0.7,0.01,1.2
The dangs,Umberpada,7.56,440.0,295.0,0.0,195.0,28.0,12.0,21.0,0.1,160.0,48.0,22.0,210.0,10.0,0.3,,0.3
The Dangs,Amba Pada,7.92,390.0,261.0,0.0,195.0,21.0,2.0,38.0,0.23,160.0,36.0,29.0,210.0,10.0,0.2,,0.3
The Dangs,Jamal Pada,7.55,700.0,469.0,0.0,317.0,78.0,19.0,11.0,0.08,260.0,56.0,36.0,290.0,50.0,1.0,0.0,1.28
The Dangs,Sakar patar,7.5,395.0,265.0,0.0,195.0,21.0,2.0,44.0,0.2,160.0,44.0,26.0,220.0,8.0,0.2,0.0,0.23
The Dangs,Vazat Amba,7.98,415.0,278.0,0.0,232.0,28.0,5.0,11.0,0.28,190.0,44.0,20.0,190.0,26.0,1.5,0.0,0.82
The Dangs,Waghai,7.82,505.0,338.0,0.0,281.0,21.0,1.0,4.0,0.15,230.0,40.0,24.0,200.0,30.0,0.4,0.0,0.92
Vadodara,Chhota udepur,8.0,1309.0,877.0,0.0,512.0,142.0,5.0,61.0,1.8,420.0,80.0,43.0,380.0,145.0,5.9,,3.23
Vadodara,Ferkuva,7.65,1227.0,822.0,0.0,427.0,121.0,30.0,51.0,0.27,350.0,144.0,36.0,510.0,42.0,10.1,,0.81
Vadodara,Ghamodi,7.9,585.0,392.0,0.0,256.0,50.0,5.0,31.0,0.97,210.0,56.0,19.0,220.0,46.0,1.6,,1.35
Vadodara,Kevadi,8.16,514.0,344.0,0.0,220.0,43.0,3.0,39.0,0.85,180.0,60.0,12.0,200.0,40.0,0.0,,1.23
Vadodara,Amreshwar,8.0,1214.0,813.0,0.0,464.0,156.0,7.0,16.0,0.5,380.0,52.0,26.0,240.0,178.0,7.2,,5.0
Vadodara,Bhindol,8.1,1436.0,962.0,0.0,683.0,71.0,25.0,54.0,0.88,560.0,60.0,74.0,460.0,129.0,0.0,,2.62
Vadodara,Pavi,8.1,2490.0,1668.0,0.0,525.0,496.0,9.0,97.0,0.98,430.0,160.0,60.0,650.0,276.0,5.7,,4.71
Vadodara,Suskal,8.28,703.0,471.0,0.0,122.0,92.0,44.0,64.0,0.15,100.0,68.0,14.0,230.0,48.0,0.7,,1.38
Vadodara,Devat (thadgam),7.1,1030.0,690.0,0.0,342.0,92.0,115.0,31.0,0.88,280.0,92.0,48.0,430.0,50.0,0.2,,1.05
Vadodara,Moti chikhali,8.0,743.0,498.0,0.0,378.0,28.0,15.0,13.0,1.78,310.0,84.0,17.0,280.0,46.0,0.2,,1.2
Vadodara,Panwad,7.96,1301.0,872.0,0.0,354.0,227.0,28.0,32.0,0.65,290.0,124.0,38.0,470.0,93.0,13.5,,1.87
Vadodara,Saidivasana,8.1,2633.0,1764.0,0.0,317.0,603.0,48.0,269.0,0.35,260.0,220.0,120.0,1050.0,180.0,16.0,,2.42
Vadodara,Vagudan,8.26,1044.0,699.0,0.0,500.0,64.0,9.0,27.0,2.4,410.0,88.0,43.0,400.0,66.0,8.6,,1.43
Vadodara,Kaprali,8.2,686.0,460.0,0.0,342.0,21.0,40.0,4.0,0.59,280.0,88.0,19.0,300.0,22.0,0.0,,0.55
Vadodara,Sengpur,8.2,740.0,496.0,0.0,390.0,21.0,15.0,12.0,0.4,320.0,96.0,10.0,280.0,44.0,0.0,,1.14
Vadodara,Waghach,7.16,970.0,650.0,0.0,476.0,64.0,60.0,6.0,1.4,390.0,72.0,22.0,270.0,124.0,4.1,,3.28
Vadodara,Masor,8.6,2340.0,1568.0,120.0,656.0,248.0,5.0,179.0,3.2,738.0,60.0,84.0,500.0,364.0,0.3,,7.08
Vadodara,Alladpur,7.86,1631.0,1093.0,0.0,720.0,149.0,8.0,56.0,0.85,590.0,88.0,67.0,500.0,170.0,3.6,,3.31
Vadodara,Bodeli,7.76,1462.0,980.0,0.0,464.0,213.0,30.0,121.0,0.45,380.0,84.0,31.0,340.0,228.0,0.7,,5.38
Vadodara,Govindpura,7.5,7163.0,4799.0,0.0,586.0,2127.0,60.0,25.0,1.03,480.0,260.0,300.0,1900.0,780.0,4.4,,7.78
Vadodara,Makni,8.1,1923.0,1288.0,0.0,891.0,149.0,8.0,50.0,0.6,730.0,120.0,86.0,660.0,73.0,117.0,,1.24
Vadodara,Chhaliyar,8.16,880.0,590.0,0.0,439.0,43.0,19.0,65.0,0.77,360.0,60.0,48.0,350.0,72.0,0.6,,1.67
Vadodara,Juna samalya,8.27,986.0,661.0,0.0,354.0,135.0,7.0,30.0,0.65,290.0,32.0,29.0,200.0,148.0,0.1,,4.55
Vadodara,Rasulpur,7.8,1837.0,1231.0,0.0,476.0,305.0,25.0,63.0,0.45,390.0,100.0,43.0,430.0,222.0,22.0,0.0,4.65
Vadodara,Tundav,8.1,1342.0,899.0,0.0,451.0,142.0,60.0,15.0,0.5,370.0,72.0,58.0,420.0,62.0,68.0,,1.32
Vadodara,Vejpur2,8.28,3412.0,2286.0,0.0,1061.0,638.0,5.0,14.0,1.68,870.0,100.0,60.0,500.0,600.0,6.2,,11.67
Vadodara,Patiyapura,7.9,2610.0,1749.0,0.0,537.0,425.0,100.0,256.0,0.5,440.0,200.0,168.0,1200.0,90.0,5.9,,1.13
Vadodara,Saidal,8.2,539.0,361.0,0.0,268.0,28.0,4.0,18.0,0.48,220.0,32.0,17.0,150.0,61.0,3.5,,2.17
Vadodara,Ghodisimel,8.0,2040.0,1367.0,0.0,464.0,411.0,3.0,91.0,0.53,380.0,76.0,55.0,420.0,297.0,9.2,0.1,6.3
Vadodara,Kevdabagh,8.2,1488.0,997.0,0.0,647.0,128.0,30.0,32.0,1.4,530.0,32.0,17.0,150.0,287.0,6.3,0.2,10.19
Vadodara,ONGC Campus,8.1,2925.0,1960.0,0.0,573.0,638.0,12.0,251.0,0.9,470.0,140.0,72.0,650.0,462.0,8.9,0.45,7.88
Valsad,Awadha,8.01,510.0,342.0,0.0,183.0,64.0,12.0,49.0,0.25,150.0,72.0,22.0,270.0,15.0,0.1,0.0,0.4
Valsad,Dharampur2,7.98,600.0,402.0,0.0,207.0,85.0,2.0,13.0,0.38,170.0,60.0,17.0,220.0,40.0,0.1,,1.17
Valsad,Lakadmal,8.21,350.0,235.0,0.0,159.0,42.0,4.0,1.0,0.23,130.0,52.0,12.0,180.0,7.0,0.7,0.0,0.23
Valsad,Kaparda,7.61,200.0,134.0,0.0,85.0,28.0,3.0,25.0,0.05,70.0,28.0,10.0,110.0,13.0,5.4,,0.54
Valsad,Nanaponda,7.77,1100.0,737.0,0.0,256.0,170.0,5.0,47.0,0.48,210.0,116.0,26.0,400.0,49.0,1.1,,1.07
Valsad,Karwad,8.02,770.0,516.0,0.0,366.0,71.0,3.0,15.0,0.3,300.0,96.0,19.0,320.0,46.0,14.0,,1.12
Valsad,Udwada,7.81,869.0,582.0,0.0,323.0,85.0,5.0,54.0,0.33,265.0,96.0,38.0,400.0,22.0,0.6,,0.48
Valsad,Dahli (bhilad),7.63,810.0,543.0,0.0,317.0,28.0,13.0,101.0,0.05,260.0,72.0,34.0,320.0,44.0,0.4,,1.07
Valsad,Kanadu,7.77,386.0,259.0,0.0,183.0,21.0,2.0,26.0,0.5,150.0,44.0,17.0,180.0,14.0,0.4,,0.45
Valsad,Tumb,7.92,660.0,442.0,0.0,293.0,78.0,2.0,8.0,1.05,240.0,40.0,34.0,240.0,57.0,0.5,,1.6
Valsad,Muli1,7.92,1607.0,1077.0,0.0,403.0,333.0,1.0,21.0,0.38,330.0,60.0,43.0,330.0,230.0,13.0,,5.5
Valsad,Tithal,7.66,1850.0,1240.0,0.0,671.0,232.0,10.0,41.0,0.15,550.0,116.0,62.0,550.0,176.0,5.6,,3.26
Valsad,Chavshala,7.52,400.0,268.0,0.0,159.0,35.0,8.0,14.0,0.1,130.0,60.0,7.0,180.0,10.0,8.2,0.0,0.32
Valsad,Fali,7.75,490.0,328.0,0.0,195.0,35.0,10.0,30.0,0.23,160.0,68.0,2.0,180.0,32.0,3.6,0.25,1.04
Valsad,umargaon,7.82,700.0,469.0,0.0,293.0,78.0,15.0,34.0,0.23,240.0,52.0,36.0,280.0,55.0,6.1,,1.43
Valsad,Vapi,7.62,984.0,659.0,0.0,317.0,128.0,17.0,3.0,0.15,260.0,76.0,46.0,380.0,37.0,0.8,,0.83
