WELL NO.,DISTRICT,TALUKA,LOCATION,DATE,PH,EC,TDS,CO3,HCO3,CL,NO3,SO4,F,ALK,CA,MG,TH,NA,K,SAR
W231140072340001,Gandhinagar,GANDHINAGAR,Serthapara1,May-18,7.69,4718.0,3161.06,0.0,915.0,737.0,320.0,252.0,1.0,750.0,92.0,65.0,500.0,840.0,55.0,16.33
W215500069513001,Jamnagar,BHANVAD,Ambardi,May-18,7.86,1500.0,1005.0,0.0,384.0,234.0,65.0,50.0,0.7,315.0,64.0,83.0,500.0,110.0,1.3,2.14
W224945070334501,Jamnagar,JODIYA,Amran1,May-18,8.36,1262.0,845.54,48.0,256.0,142.0,5.0,126.0,0.88,290.0,24.0,34.0,200.0,194.0,2.6,5.96
W215415069573001,Jamnagar,JAMJODHPUR,Balwa,May-18,8.12,1265.0,847.55,0.0,323.0,213.0,48.0,26.0,0.27,265.0,132.0,24.0,430.0,89.0,4.6,1.87
W222615069540002,Jamnagar,JAMNAGAR,Bed1,May-18,7.66,2577.0,1726.59,0.0,311.0,482.0,170.0,205.0,0.16,255.0,220.0,134.0,1100.0,132.0,0.4,1.73
W224100070190001,Jamnagar,JODIYA,Bedanpur,May-18,7.71,3380.0,2264.6,0.0,244.0,957.0,100.0,55.0,0.39,200.0,280.0,169.0,1395.0,134.0,0.5,1.56
W215930069144502,Jamnagar,KALYANPUR,Bhogat1,May-18,8.03,1050.0,703.5,0.0,73.0,305.0,13.0,24.0,0.73,60.0,24.0,27.0,170.0,157.0,4.3,5.24
W222100070023001,Jamnagar,JAMNAGAR,Changa,May-18,8.03,2924.0,1959.08,0.0,439.0,511.0,43.0,330.0,0.17,360.0,242.0,143.0,1195.0,118.0,4.4,1.48
W223400070250001,Jamnagar,DHROL,Dhrol2,May-18,8,895.0,599.65,0.0,214.0,167.0,16.0,25.0,0.61,175.0,48.0,41.0,290.0,70.0,3.7,1.79
W224730070301501,Jamnagar,JODIYA,Dudhai2,May-18,8.34,750.0,502.5,24.0,171.0,92.0,8.0,52.0,0.55,180.0,40.0,5.0,120.0,115.0,1.8,4.56
W221445068573001,Jamnagar,OKHAMANDAL,Dwarka,May-18,7.87,4062.0,2721.54,0.0,415.0,1000.0,100.0,195.0,0.41,340.0,160.0,159.0,1055.0,434.0,31.0,5.81
W222700070000501,Jamnagar,JAMNAGAR,Gordhanpur,May-18,8.32,1020.0,683.4,18.0,262.0,160.0,7.0,25.0,0.57,245.0,24.0,39.0,220.0,130.0,1.7,3.81
W221615070200001,Jamnagar,KALAVAD,Haripur2,May-18,7.83,1160.0,777.2,0.0,238.0,149.0,150.0,50.0,0.62,195.0,92.0,46.0,420.0,71.0,2.6,1.51
W222730070044501,Jamnagar,JAMNAGAR,Jamnagar2,May-18,8.18,791.0,529.97,0.0,134.0,177.0,9.0,23.0,0.32,110.0,36.0,19.0,170.0,102.0,0.7,3.4
W221015069220001,Jamnagar,KALYANPUR,Juvanpur,May-18,8.47,1750.0,1172.5,18.0,311.0,252.0,17.0,205.0,0.57,285.0,36.0,56.0,320.0,250.0,3.6,6.08
W222000069423001,Jamnagar,KHAMBHALIA,Kajuda,May-18,7.9,3925.0,2629.75,0.0,927.0,716.0,14.0,162.0,0.38,760.0,180.0,173.0,1160.0,371.0,2.4,4.74
W220100069233001,Jamnagar,OKHAMANDAL,Kalyanpur,May-18,8.03,1330.0,891.0,0.0,268.0,227.0,70.0,65.0,0.38,220.0,44.0,54.0,330.0,153.0,0.7,3.66
W220100069233001,Jamnagar,KALYANPUR,Kalyanpur2,May-18,8.22,6452.0,4322.84,0.0,500.0,1709.0,65.0,345.0,1.17,410.0,220.0,176.0,1275.0,899.0,3.6,10.95
W215845069360001,Jamnagar,KALYANPUR,Khirsara,May-18,7.93,1336.0,895.12,0.0,353.0,219.0,65.0,25.0,0.41,289.0,116.0,34.0,430.0,107.0,0.7,2.24
W221130069574001,Jamnagar,LALPUR,Lalpur1,May-18,7.93,1250.0,837.5,0.0,244.0,220.0,80.0,50.0,0.31,200.0,84.0,32.0,340.0,130.0,0.6,3.07
W222200068590001,Jamnagar,OKHAMANDAL,Mojap,May-18,7.97,8760.0,5869.2,0.0,293.0,1922.0,130.0,1250.0,0.9,240.0,160.0,169.0,1095.0,1368.0,224.0,17.97
W215430069494501,Jamnagar,BHANVAD,Mota kalawad,May-18,8.02,4352.0,2915.84,0.0,134.0,1319.0,85.0,126.0,0.47,110.0,360.0,221.0,1810.0,165.0,2.0,1.69
W221900070155001,Jamnagar,KALAVAD,Moti matli,May-18,8.02,1570.0,1051.9,0.0,287.0,220.0,37.0,201.0,0.68,235.0,56.0,95.0,530.0,120.0,1.5,2.27
W221820069361501,Jamnagar,KHAMBHALIA,Salaya,May-18,6.67,1625.0,1088.75,0.0,433.0,191.0,72.0,122.0,0.46,355.0,28.0,107.0,510.0,132.0,8.9,2.54
W222230069061502,Jamnagar,OKHAMANDAL,Samrasar1,May-18,7.6,26580.0,17808.6,0.0,342.0,7347.0,9.0,2490.0,1.12,280.0,840.0,434.0,3885.0,4300.0,15.2,29.99
W220200070073001,Jamnagar,JAMJODHPUR,Seth vadala,May-18,7.87,1600.0,1072.0,0.0,390.0,252.0,105.0,41.0,0.22,320.0,72.0,95.0,570.0,105.0,0.4,1.91
W220345070230001,Jamnagar,KALAVAD,Toda,May-18,8.02,870.0,582.9,0.0,214.0,110.0,120.0,5.0,0.54,175.0,52.0,36.0,280.0,70.0,1.3,1.82
W221400070070001,Jamnagar,LALPUR,Vad panchasara,May-18,7.96,620.0,415.4,0.0,140.0,113.0,10.0,24.0,0.39,115.0,44.0,27.0,220.0,40.0,2.2,1.17
W221230069300001,Jamnagar,KHAMBHALIA,Vadtara,May-18,8.01,1082.0,724.94,0.0,336.0,110.0,40.0,75.0,0.4,275.0,68.0,46.0,360.0,83.0,0.8,1.9
W221730068580001,Jamnagar,OKHAMANDAL,Varwada,May-18,7.59,8010.0,5366.7,0.0,354.0,2319.0,65.0,343.0,0.23,290.0,280.0,288.0,1885.0,953.0,4.7,9.54
W222500070110001,Jamnagar,JAMNAGAR,Vijarkha,May-18,8.05,870.0,582.9,0.0,140.0,177.0,5.0,65.0,0.39,115.0,20.0,61.0,300.0,62.0,0.5,1.56
W220900069360001,Jamnagar,KHAMBHALIA,Vinjhalpur,May-18,7.55,2130.0,1427.1,0.0,354.0,376.0,80.0,175.0,0.39,290.0,140.0,112.0,810.0,116.0,1.7,1.77
W205320070281502,Junagadh,VERAVAL,Ajotha,May-18,7.85,1540.0,1031.8,0.0,293.0,298.0,50.0,65.0,0.859,240.0,140.0,56.0,580.0,85.0,1.7,1.53
W211350070381501,Junagadh,TALALA,Alwani,May-18,8.24,960.0,643.2,0.0,329.0,57.0,2.0,125.0,0.348,270.0,56.0,44.0,320.0,75.0,0.9,1.82
W210032070433301,Junagadh,Talala,Amervel Nes,May-18,7.69,915.0,613.05,0.0,342.0,50.0,1.0,105.0,0.354,280.0,104.0,18.0,335.0,58.0,0.5,1.38
W212437070310501,Junagadh,JUNAGADH,Anandpur,May-18,7.95,1752.0,1173.84,0.0,122.0,454.0,60.0,81.0,0.43,100.0,160.0,65.0,670.0,92.0,0.5,1.55
W210249070395301,Junagadh,TALALA,Ankolvadi,May-18,7.57,975.0,653.25,0.0,317.0,92.0,21.0,77.0,0.486,260.0,108.0,19.0,350.0,63.0,1.2,1.46
W210450070103501,Junagadh,MANGROL,Arena,May-18,7.6,9890.0,6626.3,0.0,250.0,2915.0,60.0,525.0,0.03,205.0,744.0,156.0,2505.0,1089.0,31.0,9.46
W211315070032001,Junagadh,MANGROL,Bamanwara,May-18,7.49,9200.0,6164.0,0.0,110.0,3128.0,90.0,25.0,0.11,90.0,1080.0,293.0,3905.0,310.0,3.3,2.16
W212915070050001,Junagadh,MANAVADAR,Bantva,May-18,8.08,2760.0,1849.2,0.0,439.0,621.0,27.0,115.0,0.45,360.0,40.0,7.0,130.0,572.0,4.8,21.81
W205839070363301,Junagadh,Talala,Bhim Deval,May-18,7.79,1066.0,714.22,0.0,177.0,106.0,40.0,200.0,0.856,145.0,128.0,5.0,340.0,89.0,2.9,2.1
W210545070130001,Junagadh,MALIA,Budhecha,May-18,7.84,1547.0,1036.49,0.0,244.0,358.0,39.0,35.0,0.39,200.0,62.0,20.0,240.0,240.0,4.4,6.74
W213607070323001,Junagadh,JUNAGADH,Chokli,May-18,6.33,2010.0,1346.7,0.0,317.0,447.0,105.0,25.0,0.52,260.0,48.0,83.0,460.0,248.0,1.1,5.03
W204510070551001,Junagadh,UNA,Girgadhada,May-18,7.86,793.0,531.31,0.0,305.0,71.0,44.0,10.0,0.382,250.0,92.0,15.0,290.0,49.0,0.6,1.25
W211100070091502,Junagadh,MANGROL,Goraj1,May-18,8.48,850.0,569.5,18.0,207.0,128.0,39.0,15.0,0.89,200.0,20.0,19.0,130.0,135.0,3.1,5.15
W205645070234501,Junagadh,VERAVAL,Govindpura2,May-18,8.2,760.0,509.2,0.0,159.0,71.0,16.0,135.0,0.79,130.0,96.0,2.0,250.0,61.0,2.1,1.68
W210145070363001,Junagadh,TALALA,Jambur[madhapar,May-18,7.55,1089.0,729.63,0.0,342.0,78.0,9.0,140.0,0.395,280.0,96.0,36.0,390.0,70.0,0.9,1.54
W205900070454501,Junagadh,UNA,Jamvala1,May-18,8.05,810.0,542.7,0.0,256.0,64.0,4.0,100.0,0.53,210.0,76.0,22.0,280.0,59.0,1.0,1.53
W205251070590301,Junagadh,Una,Jargla Jargali,May-18,8.34,791.0,529.97,24.0,122.0,78.0,8.0,135.0,0.743,140.0,68.0,22.0,260.0,63.0,0.9,1.7
W213100070273001,Junagadh,JUNAGADH,Junagadh1,May-18,7.65,1030.0,690.1,0.0,189.0,170.0,110.0,25.0,0.3,155.0,88.0,36.0,370.0,67.0,1.8,1.51
W211000070160001,Junagadh,MALIA,Juthal,May-18,8.04,740.0,495.8,0.0,220.0,60.0,13.0,90.0,0.41,180.0,60.0,34.0,290.0,35.0,2.4,0.89
W211620070284701,Junagadh,MENDARDA,Kanedipur,May-18,7.85,716.0,479.72,0.0,252.0,78.0,10.0,20.0,0.0,207.0,60.0,36.0,300.0,23.0,0.1,0.58
W205212071030401,Junagadh,Una,Kansari,May-18,7.28,1990.0,1333.3,0.0,598.0,206.0,65.0,151.0,0.962,490.0,156.0,24.0,490.0,220.0,15.8,4.32
W211613070405001,Junagadh,Vasavadar,Kasia Naka Check Post,May-18,8.14,750.0,502.5,0.0,244.0,78.0,10.0,54.0,0.426,200.0,60.0,24.0,250.0,58.0,0.1,1.59
W204747070563101,Junagadh,Una,Kesariyaji,May-18,7.91,860.0,576.2,0.0,329.0,71.0,20.0,43.0,1.235,270.0,100.0,0.0,250.0,80.0,5.4,2.2
W210240070113001,Junagadh,MALIA,Khambalia1,May-18,7.84,4350.0,2914.5,0.0,134.0,1355.0,26.0,135.0,0.0,110.0,330.0,89.0,1200.0,355.0,166.0,4.46
W210350070102501,Junagadh,MANGROL,Khorada1,May-18,8.17,1350.0,904.5,0.0,342.0,227.0,10.0,60.0,0.0,280.0,88.0,24.0,320.0,140.0,36.0,3.4
W212215070202001,Junagadh,VANTHALI,Khoras ahir,May-18,7.79,1470.0,984.9,0.0,439.0,219.0,37.0,35.0,0.0,30.0,152.0,48.0,580.0,70.0,1.7,1.26
W204800070413002,Junagadh,KODINAR,Kodinar1,May-18,7.83,2488.0,1666.96,0.0,403.0,539.0,47.0,110.0,1.088,330.0,132.0,90.0,700.0,248.0,1.1,4.08
W210900070074501,Junagadh,MANGROL,Manketara,May-18,8.11,1010.0,676.7,0.0,268.0,135.0,50.0,52.0,0.54,220.0,76.0,34.0,330.0,80.0,3.2,1.91
W211930070260001,Junagadh,MENDARDA,Mendarda1,May-18,7.86,1420.0,951.4,0.0,220.0,269.0,50.0,105.0,0.07,180.0,80.0,89.0,570.0,63.0,1.6,1.15
W205900070261001,Junagadh,VERAVAL,Moraj,May-18,7.8,1250.0,837.5,0.0,305.0,213.0,24.0,48.0,1.141,250.0,108.0,5.0,290.0,150.0,0.3,3.83
W213630070340001,Junagadh,BHESAN,Patla,May-18,7.71,725.0,485.75,0.0,165.0,142.0,12.0,15.0,0.48,135.0,56.0,22.0,230.0,59.0,1.2,1.69
W205103070400901,Junagadh,Kodinar,Prasli,May-18,8.18,878.0,588.26,0.0,256.0,121.0,22.0,40.0,1.392,210.0,60.0,17.0,220.0,97.0,7.4,2.84
W211800070420001,Junagadh,VISAVADAR,Prempara,May-18,7.66,2475.0,1658.25,0.0,329.0,142.0,100.0,655.0,0.524,270.0,124.0,146.0,910.0,155.0,1.0,2.23
W205115071071501,Junagadh,UNA,Samter,May-18,7.98,1890.0,1266.3,0.0,488.0,163.0,47.0,260.0,0.55,400.0,108.0,36.0,420.0,236.0,6.2,5.01
W213519070021501,Junagadh,VANTHALI,Saradiya,May-18,8.12,1960.0,1313.2,0.0,342.0,447.0,25.0,48.0,0.47,280.0,64.0,63.0,420.0,260.0,2.4,5.52
W210800070145501,Junagadh,MANGROL,Seriakhan,May-18,7.92,1180.0,790.6,0.0,281.0,99.0,43.0,177.0,0.46,230.0,84.0,48.0,410.0,82.0,2.0,1.76
W210615070091001,Junagadh,MANGROL,Shardagram,May-18,7.63,9610.0,6438.7,0.0,244.0,3074.0,81.0,195.0,0.01,200.0,484.0,254.0,2255.0,1167.0,7.5,10.68
W211108070024701,Junagadh,MANGROL,Sil,May-18,8.14,578.0,387.26,0.0,183.0,74.0,12.0,20.0,0.42,150.0,64.0,17.2,230.0,26.0,16.0,0.75
W211325070032001,Junagadh,MANGROL,Sil bandar,May-18,7.78,7822.0,5240.74,0.0,195.0,2628.0,43.0,57.0,0.45,160.0,422.0,231.0,2005.0,875.0,33.0,8.5
W210305070313001,Junagadh,TALALA,Talala1,May-18,7.53,1400.0,938.0,0.0,366.0,106.0,29.0,215.0,0.552,300.0,124.0,19.0,390.0,140.0,0.5,3.08
W204930071023001,Junagadh,UNA,Una2,May-18,8.35,3022.0,2024.74,54.0,403.0,560.0,27.0,275.0,1.455,420.0,68.0,102.0,590.0,425.0,3.5,7.61
W225620069045801,Kachchh,MANDVI,Bambhdai,May-18,8.24,6916.0,4633.72,0.0,183.0,2130.0,2.0,280.0,1.1,150.0,500.0,36.0,1400.0,961.0,5.7,11.17
W225400069540001,Kachchh,MUNDRA,Bhadreshwar,May-18,8.23,2625.0,1758.75,0.0,244.0,639.0,16.0,179.0,0.4,200.0,192.0,107.0,920.0,181.0,12.4,2.59
W231500069400002,Kachchh,BHUJ,Bhuj1,May-18,8.28,811.0,543.37,0.0,171.0,121.0,14.0,91.0,0.7,140.0,100.0,10.0,290.0,60.0,11.5,1.53
W234450070404501,Kachchh,RAPAR,Deshalpur rapar,May-18,8.01,5172.0,3465.24,0.0,146.0,1278.0,31.0,565.0,0.7,120.0,280.0,158.0,1350.0,557.0,35.7,6.59
W232410069194501,Kachchh,NAKHATRANA,Devisar,May-18,8.17,3973.0,2661.91,0.0,232.0,994.0,4.0,332.0,1.15,190.0,104.0,122.0,760.0,553.0,13.0,8.72
W230300069300001,Kachchh,MANDVI,Dunai,May-18,8.01,1144.0,766.48,0.0,281.0,156.0,7.0,115.0,1.15,230.0,60.0,51.0,360.0,102.0,2.6,2.34
W230500070083002,Kachchh,GANDHIDHAM,Gandhidham1,May-18,8.44,2367.0,1585.89,54.0,329.0,497.0,60.0,65.0,1.2,360.0,136.0,58.0,580.0,280.0,30.6,5.05
W232130069520001,Kachchh,BHUJ,Haboi,May-18,8.92,1201.0,804.67,30.0,122.0,199.0,8.0,153.0,1.53,150.0,56.0,39.0,300.0,140.0,9.9,3.51
W232747068410801,Kachchh,ABDASA,Kharai_1,May-18,8.28,1084.0,726.28,0.0,122.0,170.0,12.0,160.0,0.45,100.0,60.0,34.0,290.0,106.0,19.5,2.71
W232715070210001,Kachchh,BHACHAU,Kharoi,May-18,7.83,1290.0,864.3,0.0,183.0,256.0,1.0,141.0,0.28,150.0,72.0,68.0,460.0,94.0,5.4,1.91
W235020069435001,Kachchh,BHUJ,Khavada,May-18,7.78,3810.0,2552.7,0.0,232.0,838.0,13.0,486.0,0.28,190.0,112.0,102.0,700.0,554.0,17.5,9.1
W232237069115701,Kachchh,NAKHATRANA,Kotada,May-18,8.1,3256.0,2181.52,0.0,195.0,767.0,4.0,313.0,0.75,160.0,104.0,78.0,580.0,463.0,5.5,8.36
W230230069113001,Kachchh,MANDVI,Kotadi,May-18,8.77,2234.0,1496.78,54.0,305.0,355.0,64.0,182.0,2.9,340.0,40.0,49.0,300.0,366.0,2.0,9.19
W230230069043001,Kachchh,ABDASA,Kotaya,May-18,8.56,1835.0,1229.45,36.0,415.0,305.0,18.0,78.0,2.2,400.0,36.0,39.0,250.0,316.0,3.3,8.69
W230943068544301,Kachchh,ABDASA,Kothara,May-18,8.05,3558.0,2383.86,0.0,110.0,852.0,10.0,387.0,0.25,90.0,128.0,63.0,580.0,524.0,39.1,9.46
W235240070483101,Kachchh,RAPAR,Kuda,May-18,8.19,893.0,598.31,0.0,207.0,135.0,7.0,87.0,1.8,170.0,40.0,41.0,270.0,89.0,5.4,2.35
W234843068442001,Kachchh,LAKHPAT,Lakhpat1,May-18,8.1,1571.0,1052.57,0.0,146.0,291.0,10.0,246.0,0.45,120.0,72.0,80.0,510.0,134.0,6.7,2.58
W233040070390001,Kachchh,RAPAR,Lilpur,May-18,7.99,5744.0,3848.48,0.0,134.0,1349.0,20.0,752.0,1.15,110.0,320.0,207.0,1650.0,547.0,32.0,5.85
W232400069533001,Kachchh,BHUJ,Lodai,May-18,7.88,4335.0,2904.45,0.0,268.0,852.0,5.0,646.0,0.75,220.0,112.0,209.0,1140.0,449.0,24.0,5.78
W225224069484201,Kachchh,Mundra,Luni,May-18,8.42,2992.0,2004.64,42.0,281.0,724.0,46.0,66.0,0.5,300.0,128.0,68.0,600.0,387.0,17.6,6.87
W233200068570001,Kachchh,LAKHPAT,Mata no madh,May-18,8.12,945.0,633.15,0.0,171.0,156.0,24.0,114.0,0.8,140.0,72.0,27.0,290.0,98.0,7.0,2.5
W230435069175501,Kachchh,MANDVI,Mau Moti_1,May-18,8.02,1567.0,1049.89,0.0,256.0,256.0,100.0,100.0,1.1,210.0,32.0,67.0,350.0,190.0,5.4,4.42
W234530068403001,Kachchh,LAKHPAT,Moti cher,May-18,8.18,669.0,448.23,0.0,159.0,128.0,4.0,11.0,0.25,130.0,48.0,32.0,250.0,36.0,13.7,0.99
W231600068500001,Kachchh,ABDASA,Naliya1,May-18,8.4,1439.0,964.13,36.0,329.0,178.0,28.0,92.0,1.0,330.0,20.0,17.0,120.0,269.0,4.3,10.68
W233400070381502,Kachchh,RAPAR,Rapar2,May-18,7.94,3021.0,2024.07,0.0,134.0,596.0,46.0,466.0,1.0,110.0,144.0,146.0,960.0,242.0,35.9,3.4
W235139070214701,Kachchh,BHACHAU,Ratanpur Khadir,May-18,7.83,2254.0,1510.18,0.0,146.0,511.0,1.0,226.0,0.9,120.0,80.0,39.0,360.0,335.0,14.9,7.68
W231800070303001,Kachchh,BHACHAU,Samkhiari,May-18,7.93,4053.0,2715.51,0.0,256.0,1093.0,125.0,121.0,0.7,210.0,96.0,132.0,780.0,561.0,17.6,8.73
W230825069382001,Kachchh,BHUJ,Sedat,May-18,8.06,850.0,569.5,0.0,232.0,107.0,10.0,127.0,0.3,190.0,52.0,49.0,330.0,71.0,7.3,1.7
W230200070031501,Kachchh,GANDHIDHAM,Shinaya,May-18,7.7,6490.0,4348.3,0.0,146.0,2201.0,4.0,44.0,0.7,120.0,280.0,24.0,800.0,1157.0,10.1,17.79
W231230069370001,Kachchh,BHUJ,Sukhpar,May-18,7.7,9368.0,6276.56,0.0,146.0,3018.0,120.0,396.0,1.9,120.0,400.0,243.0,2000.0,1355.0,7.3,13.17
W230202068545501,Kachchh,ABDASA,Suthri,May-18,8.55,1780.0,1192.6,18.0,220.0,320.0,4.0,44.0,3.0,210.0,20.0,17.0,120.0,278.0,4.4,11.03
W231700068565001,Kachchh,ABDASA,Tera,May-18,8.86,3862.0,2587.54,36.0,317.0,938.0,24.0,199.0,4.2,320.0,32.0,29.0,200.0,781.0,9.0,24.01
W232747069081701,Kachchh,NAKHATRANA,Ugardi,May-18,8.54,3623.0,2427.41,12.0,98.0,1008.0,15.0,241.0,0.45,100.0,104.0,68.0,620.0,545.0,6.3,9.52
W230600069013001,Kachchh,ABDASA,Vinjhan1,May-18,8,620.0,415.4,0.0,207.0,57.0,5.0,40.0,1.05,170.0,40.0,19.0,180.0,55.0,9.4,1.78
W224830073033001,Kheda,MAHUDHA,Alina,May-18,7.59,12460.0,8348.2,0.0,134.0,4325.0,8.0,203.0,1.55,110.0,540.0,341.0,2750.0,1730.0,33.5,14.34
W224203072583601,Kheda,NADIAD,Alindra,May-18,7.95,2523.0,1690.41,0.0,268.0,567.0,130.0,180.0,0.64,220.0,200.0,48.0,700.0,287.0,9.3,4.72
W225700073193001,Kheda,BALASINOR,Balasinor1,May-18,8.23,642.0,430.14,0.0,98.0,106.0,24.0,80.0,0.92,80.0,56.0,26.0,250.0,40.0,1.6,1.1
W231005073244001,Kheda,VIRPUR,Bar,May-18,8.29,3255.0,2180.85,0.0,842.0,603.0,40.0,89.0,1.5,690.0,160.0,132.0,950.0,108.0,400.0,1.52
W224315073113001,Kheda,THASRA,Kalesar,May-18,8.21,1344.0,900.48,0.0,464.0,78.0,13.0,202.0,1.13,380.0,40.0,72.0,400.0,145.0,0.8,3.15
W224415072421501,Kheda,KHEDA,Kheda,May-18,8.63,3775.0,2529.25,168.0,305.0,603.0,18.0,451.0,0.3,530.0,160.0,60.0,650.0,415.0,260.0,7.08
W225430073071501,Kheda,KATHLAL,Ladvel,May-18,8.29,1699.0,1138.33,0.0,378.0,312.0,11.0,72.0,0.77,310.0,84.0,58.0,450.0,180.0,11.7,3.69
W224659073103601,Kheda,Tharsa,Muliyad,May-18,8.1,2521.0,1689.07,0.0,659.0,390.0,24.0,180.0,1.55,540.0,160.0,72.0,700.0,280.0,21.0,4.6
W224100072530001,Kheda,NADIAD,Nadiad2,May-18,8.41,636.0,426.12,108.0,24.0,21.0,9.0,77.0,0.71,200.0,52.0,19.0,210.0,50.0,0.4,1.5
W223430072373001,Kheda,MATAR,Shekhupura,May-18,8.2,909.0,609.03,0.0,390.0,71.0,2.0,37.0,1.02,320.0,44.0,62.0,370.0,43.0,14.0,0.97
W233030072110001,Mahesana,BECHARAJI,Asjol,May-18,8.12,565.0,378.55,0.0,244.0,33.0,16.0,23.0,0.05,200.0,74.0,11.0,230.0,25.0,17.5,0.72
W234330072230001,Mahesana,VISNAGAR,Bhandupara,May-18,8.29,1014.0,679.38,0.0,244.0,98.0,42.0,137.0,0.38,200.0,18.0,54.0,270.0,114.0,11.0,3.02
W233245072064501,Mahesana,BECHARAJI,Dharpura,May-18,8.27,1940.0,1299.8,0.0,573.0,245.0,8.0,114.0,1.1,470.0,28.0,39.0,230.0,330.0,41.5,9.46
W235030072270001,Mahesana,UNJHA,Dosaj,May-18,8.03,1997.0,1337.99,0.0,268.0,408.0,33.0,92.0,0.44,220.0,55.0,22.0,230.0,320.0,50.0,9.17
W235315072364501,Mahesana,KHERALU,Kheralu1,May-18,7.96,1912.0,1281.04,0.0,415.0,326.0,29.0,124.0,1.23,340.0,18.0,95.0,440.0,240.0,1.05,4.97
W233440072172001,Mahesana,MAHESANA,Maguna,May-18,8.02,3502.0,2346.34,0.0,708.0,730.0,32.0,199.0,0.41,580.0,90.0,277.0,1270.0,270.0,22.5,3.29
W233745072203001,Mahesana,MAHESANA,Panchot,May-18,8.17,2052.0,1374.84,0.0,451.0,319.0,7.0,178.0,0.13,370.0,46.0,35.0,260.0,300.0,80.0,8.09
W235330072310001,Mahesana,KHERALU,Rampura1,May-18,8.24,5467.0,3662.89,0.0,1318.0,762.0,72.0,543.0,2.24,1080.0,92.0,110.0,690.0,970.0,15.95,16.06
W234800072210001,Mahesana,UNJHA,Sihi,May-18,8.28,946.0,633.82,0.0,366.0,72.0,27.0,62.0,0.01,300.0,28.0,48.0,270.0,101.0,38.5,2.67
W234530072273001,Mahesana,VISNAGAR,Tarabh,May-18,7.91,665.0,445.55,0.0,256.0,54.0,4.0,80.0,0.15,210.0,65.0,28.0,280.0,43.0,10.3,1.12
W235914072453201,Mahesana,SATLASANA,Timba_1,May-18,8.2,1234.0,826.78,0.0,378.0,113.0,6.0,144.0,2.46,310.0,32.0,65.0,350.0,82.0,76.0,1.91
W235045072430002,Mahesana,KHERALU,Unad1,May-18,7.75,1168.0,782.56,0.0,390.0,113.0,8.0,29.0,0.64,320.0,65.0,28.0,280.0,110.0,3.0,2.86
