WELL NO.,DISTRICT,TALUKA,LOCATION,DATE,PH,EC,TDS,CO3,HCO3,CL,NO3,SO4,F,ALK,CA,MG,TH,NA,K,SAR
W234752072234001,Mahesana,UNJHA,Unjha,May-18,8.2,3151.0,2111.17,0.0,390.0,532.0,165.0,167.0,1.25,320.0,46.0,66.0,390.0,460.0,89.0,10.13
W231450072180001,Mahesana,KADI,Vidaj,May-18,8.22,1872.0,1254.24,0.0,488.0,277.0,28.0,50.0,0.02,400.0,74.0,18.0,260.0,200.0,140.0,5.39
W215330073390001,Narmada,NANDOD,Garudeshwar,May-18,6.22,525.0,351.75,0.0,171.0,71.0,20.0,8.0,0.57,140.0,48.0,24.0,220.0,17.0,3.6,0.5
W215205073360001,Narmada,NANDOD,Hirapura,May-18,7.97,760.0,509.2,0.0,268.0,92.0,13.0,19.0,0.98,220.0,76.0,24.0,290.0,40.0,1.5,1.02
W212932073354901,Narmada,Dediapada,Jankh,May-18,7.55,690.0,462.3,0.0,232.0,71.0,33.0,23.0,0.8,190.0,100.0,17.0,320.0,10.0,0.9,0.24
W213115073384502,Narmada,DEDIAPADA,Kanbi pitha,May-18,7.56,930.0,623.1,0.0,256.0,156.0,28.0,15.0,0.55,210.0,76.0,66.0,460.0,2.0,0.1,0.04
W213050073311001,Narmada,Dediapada,Khaidipada,May-18,7.78,444.0,297.48,0.0,134.0,71.0,14.0,4.0,0.48,110.0,60.0,15.0,210.0,3.0,0.1,0.09
W214400073283001,Narmada,NANDOD,Khota amba,May-18,7.72,750.0,502.5,0.0,268.0,85.0,8.0,25.0,0.8,220.0,40.0,61.0,350.0,10.0,0.5,0.23
W220240073372001,Narmada,TILAKWADA,Namaria,May-18,7.89,3666.0,2456.22,0.0,317.0,837.0,200.0,215.0,0.87,260.0,48.0,277.0,1260.0,260.0,2.4,3.18
W214010073400001,Narmada,DEDIAPADA,Nani singlot,May-18,8.15,750.0,502.5,0.0,214.0,135.0,11.0,5.0,0.55,175.0,72.0,24.0,280.0,47.0,0.4,1.22
W213636073390901,Narmada,Dediapada,Ralda,May-18,8.09,765.0,512.55,0.0,195.0,99.0,6.0,72.0,0.49,160.0,56.0,22.0,230.0,68.0,0.4,1.95
W215030073280001,Narmada,NANDOD,Ringani,May-18,7.75,680.0,455.6,0.0,220.0,35.0,9.0,95.0,0.56,180.0,44.0,34.0,250.0,38.0,2.0,1.04
W213636073454801,Narmada,Sagbara,Salemba 1,May-18,7.75,830.0,556.1,0.0,183.0,92.0,46.0,92.0,0.77,150.0,96.0,32.0,370.0,21.0,0.3,0.47
W215050073321001,Narmada,NANDOD,Sunderpura,May-18,8.33,630.0,422.1,42.0,49.0,78.0,16.0,75.0,0.55,110.0,60.0,34.0,290.0,10.0,0.6,0.26
W212917073525901,Narmada,Sagbara,Umaran,May-18,7.97,622.0,416.74,0.0,195.0,28.0,12.0,92.0,0.35,160.0,84.0,19.0,290.0,7.0,0.1,0.18
W205145072540001,Navsari,JALALPORE,Abrama,May-18,7.88,3489.0,2337.63,0.0,256.0,951.0,4.0,135.0,0.45,210.0,120.0,126.0,820.0,411.0,12.8,6.24
W204952073200401,Navsari,VANSDA,Chandav,May-18,7.47,874.0,585.58,0.0,256.0,99.0,16.0,113.0,0.4,210.0,88.0,36.0,370.0,52.0,1.1,1.18
W205930072531001,Navsari,JALALPORE,Chinam,May-18,8.19,2676.0,1792.92,0.0,512.0,469.0,21.0,130.0,0.37,420.0,64.0,58.0,400.0,240.0,310.0,5.22
W205330072483001,Navsari,JALALPORE,Dandi,May-18,7.7,1332.0,892.44,0.0,366.0,142.0,130.0,4.0,0.22,300.0,72.0,36.0,330.0,130.0,47.1,3.11
W204943073032701,Navsari,GANDEVI,Duvada,May-18,8.44,803.0,538.01,24.0,171.0,71.0,6.0,130.0,1.0,180.0,28.0,49.0,270.0,71.0,1.6,1.88
W204330073090001,Navsari,CHIKHLI,Kaliyari,May-18,7.777,553.0,370.51,0.0,244.0,43.0,5.0,69.0,0.38,200.0,64.0,29.0,280.0,27.0,1.6,0.7
W203800073054501,Navsari,CHIKHLI,Khergam,May-18,7.45,660.0,442.2,0.0,207.0,71.0,8.0,100.0,0.23,170.0,72.0,29.0,300.0,38.0,0.2,0.95
W204027073140001,Navsari,CHIKHLI,Manav Khadak,May-18,7.72,505.0,338.35,0.0,171.0,50.0,5.0,92.0,0.85,140.0,52.0,22.0,220.0,43.0,0.5,1.26
W204818073160001,Navsari,VANSDA,Moti Valzar,May-18,7.6,757.0,507.19,0.0,207.0,92.0,10.0,45.0,0.83,170.0,72.0,17.0,250.0,50.0,0.4,1.37
W204818073160001,Navsari,NAVSARI,Navsari 1,May-18,7.33,6900.0,4623.0,0.0,293.0,1882.0,16.0,320.0,0.58,240.0,340.0,280.0,2000.0,587.0,7.4,5.71
W205000072503001,Navsari,JALALPORE,Onjal,May-18,7.67,1449.0,970.83,0.0,183.0,298.0,7.0,317.0,0.5,150.0,136.0,22.0,430.0,222.0,5.2,4.65
W204715072571501,Navsari,GANDEVI,Sari_khurd,May-18,8.3,1322.0,885.74,0.0,293.0,220.0,0.0,67.0,0.48,240.0,48.0,51.0,330.0,136.0,25.2,3.26
W210030072444501,Navsari,JALALPORE,Ubhrat,May-18,6.97,1824.0,1222.08,0.0,390.0,391.0,60.0,8.0,1.03,320.0,68.0,12.0,220.0,330.0,24.2,9.67
W224940073364501,Panchmahal,GODHRA,Chhabanpur,May-18,7.7,745.0,499.15,0.0,207.0,78.0,50.0,13.0,1.01,170.0,56.0,12.0,190.0,68.0,1.4,2.14
W224531073302401,Panchmahal,Kalol,Dhanol,May-18,8.8,1482.0,992.94,84.0,122.0,191.0,15.0,158.0,1.69,240.0,16.0,26.0,150.0,250.0,14.5,8.87
W230900073463001,Panchmahal,SANTRAMPUR,Gadhar(Agricultural),May-18,7.63,783.0,524.61,0.0,171.0,85.0,50.0,18.0,0.8,140.0,44.0,19.0,190.0,61.0,1.2,1.92
W224734073362401,Panchmahal,GODHRA,Godhra UR_1(Temple Campus),May-18,7.66,1183.0,792.61,0.0,195.0,156.0,47.0,153.0,1.32,160.0,68.0,34.0,310.0,126.0,0.9,3.11
W224609073352801,Panchmahal,GODHRA,Godhra UR_2(School Camp),May-18,8.19,2521.0,1689.07,0.0,134.0,638.0,7.0,237.0,1.69,110.0,140.0,132.0,900.0,174.0,2.5,2.52
W222405073410601,Panchmahal,JAMBUGODHA,Javan,May-18,8.23,411.0,275.37,0.0,122.0,35.0,7.0,70.0,0.97,100.0,40.0,22.0,190.0,19.0,5.7,0.6
W230343073371301,Panchmahal,LUNAWADA,Jokha,May-18,7.85,1112.0,745.04,0.0,439.0,99.0,14.0,80.0,1.23,360.0,80.0,43.0,380.0,101.0,7.2,2.25
W223601073263601,Panchmahal,KALOL,Kalol UR_1(Nr School),May-18,8.12,1697.0,1136.99,0.0,427.0,227.0,80.0,130.0,1.34,350.0,52.0,101.0,550.0,151.0,0.4,2.8
W223523073270501,Panchmahal,KALOL,Kalol,May-18,8.26,1489.0,997.63,0.0,464.0,184.0,50.0,82.0,0.89,380.0,108.0,67.0,550.0,102.0,6.4,1.89
W231042073390801,Panchmahal,LUNAWADA,Kantha,May-18,7.87,817.0,547.39,0.0,244.0,85.0,13.0,110.0,1.31,200.0,60.0,19.0,230.0,101.0,1.2,2.9
W223944073300101,Panchmahal,GODHRA,Khadki Vadiya,May-18,8.18,1297.0,868.99,0.0,464.0,99.0,10.0,168.0,1.65,380.0,44.0,66.0,370.0,156.0,1.5,3.53
W232212073403801,Panchmahal,KHANPUR,Khanpur,May-18,8.28,791.0,529.97,0.0,195.0,85.0,47.0,76.0,1.01,160.0,76.0,24.0,290.0,51.0,1.1,1.3
W230110073311001,Panchmahal,LUNAWADA,Kothamba,May-18,7.84,1474.0,987.58,0.0,207.0,291.0,66.0,47.0,1.3,170.0,52.0,41.0,300.0,180.0,2.4,4.52
W231215073360001,Panchmahal,LUNAWADA,Limbadia peti,May-18,7.69,774.0,518.58,0.0,281.0,113.0,10.0,12.0,1.47,230.0,28.0,22.0,160.0,118.0,1.2,4.06
W230745073363002,Panchmahal,LUNAWADA,Lunawada,May-18,8.52,1115.0,747.05,48.0,37.0,149.0,70.0,166.0,0.76,110.0,124.0,22.0,400.0,71.0,13.3,1.54
W231350073441001,Panchmahal,LUNAWADA,Malekpur1,May-18,8.24,716.0,479.72,0.0,220.0,71.0,19.0,75.0,1.27,180.0,68.0,12.0,220.0,73.0,3.4,2.14
W224800073484501,Panchmahal,MORWA (HADAF),Natapur,May-18,8.27,583.0,390.61,0.0,134.0,71.0,45.0,72.0,1.61,110.0,32.0,26.0,190.0,63.0,1.9,1.99
W222915073332001,Panchmahal,HALOL,Pavagadh,May-18,8.25,627.0,420.09,0.0,122.0,78.0,50.0,68.0,1.43,100.0,72.0,17.0,250.0,35.0,1.1,0.96
W224330073453001,Panchmahal,GHOGHAMBA,Ranipura,May-18,7.68,1960.0,1313.2,0.0,415.0,369.0,145.0,6.0,2.2,340.0,40.0,106.0,540.0,210.0,4.0,3.93
W231130073543001,Panchmahal,SANTRAMPUR,Santrampur1,May-18,8.05,886.0,593.62,0.0,195.0,134.0,21.0,51.0,1.04,160.0,64.0,31.0,291.0,61.0,0.8,1.55
W224812073473501,Panchmahal,MORWA (HADAF),Santroad_1,May-18,7.88,772.0,517.24,0.0,195.0,78.0,33.0,97.0,1.32,160.0,68.0,31.0,300.0,47.0,1.6,1.18
W225715073373001,Panchmahal,SHEHERA,Shehra,May-18,8.01,1650.0,1105.5,0.0,451.0,198.0,13.0,121.0,1.13,370.0,48.0,41.0,290.0,183.0,80.0,4.67
W230344073510301,Panchmahal,MORWA (HADAF),Suliyat,May-18,8.29,652.0,436.84,0.0,183.0,71.0,26.0,45.0,1.38,150.0,68.0,10.0,210.0,52.0,4.6,1.56
W223245073314501,Panchmahal,HALOL,Tarkanda,May-18,8.07,635.0,425.45,0.0,146.0,64.0,8.0,96.0,0.98,120.0,60.0,22.0,240.0,37.0,1.5,1.04
W224815073281501,Panchmahal,GODHRA,Tuwa,May-18,7.93,790.0,529.3,0.0,281.0,71.0,5.0,62.0,1.04,230.0,72.0,14.0,240.0,75.0,11.7,2.1
W224145073333001,Panchmahal,KALOL,Vejalpur,May-18,7.79,1732.0,1160.44,0.0,293.0,305.0,46.0,161.0,1.57,240.0,64.0,94.0,550.0,154.0,6.5,2.86
,Panchmahal,Jambughoda,Jambughoda,May-18,8.29,935.0,626.45,0.0,244.0,78.0,64.0,65.0,1.19,200.0,68.0,17.0,240.0,89.0,0.9,2.5
W234130072041501,Patan,CHANASMA,Dharmoda1,May-18,8.41,1105.0,740.35,30.0,198.0,50.0,14.0,267.0,0.38,212.0,40.0,29.0,220.0,163.0,32.2,4.78
W233945072164501,Patan,CHANASMA,Dhinoj1,May-18,7.98,1579.0,1057.93,0.0,317.0,241.0,9.0,109.0,0.2,260.0,44.0,41.0,280.0,205.0,44.3,5.33
W233540071465001,Patan,SAMI,Moti chander,May-18,7.96,9988.0,6691.96,0.0,183.0,3408.0,15.0,63.0,0.51,150.0,240.0,340.0,2000.0,1425.0,30.1,13.85
W235030072072501,Patan,PATAN,Patan2,May-18,8.4,1930.0,1293.1,48.0,695.0,107.0,47.0,80.0,2.96,650.0,60.0,46.0,340.0,272.0,36.4,6.41
W233917071050901,Patan,SANTALPUR,Piprala,May-18,8.56,6012.0,4028.04,36.0,415.0,1527.0,190.0,506.0,2.96,400.0,120.0,85.0,650.0,1205.0,1.7,20.55
W234600072151501,Patan,PATAN,Sander,May-18,8.05,630.0,422.1,0.0,171.0,50.0,21.0,90.0,0.5,140.0,32.0,29.0,200.0,60.0,15.0,1.84
W234645072094501,Patan,PATAN,Shankhari,May-18,8.4,665.0,445.55,18.0,146.0,43.0,8.0,160.0,1.6,150.0,28.0,22.0,160.0,105.0,10.8,3.61
W214231069423901,Porbandar,RANAVAV,Adityana,May-18,8.01,775.0,519.25,0.0,128.0,149.0,41.0,35.0,0.6,105.0,60.0,22.0,240.0,66.0,1.6,1.85
W215500069360002,Porbandar,PORBANDAR,Adwana2,May-18,8.11,1006.0,674.02,0.0,268.0,184.0,18.0,10.0,0.44,220.0,48.0,29.0,240.0,121.0,3.5,3.4
W214612069351701,Porbandar,PORBANDAR,Babda,May-18,8.26,1759.0,1178.53,0.0,427.0,340.0,13.0,35.0,0.42,350.0,48.0,34.0,260.0,284.0,1.4,7.66
W214553069394001,Porbandar,PORBANDAR,Bakharla,May-18,7.97,1830.0,1226.1,0.0,366.0,326.0,120.0,52.0,0.39,300.0,96.0,66.0,510.0,183.0,6.7,3.52
W212215069523001,Porbandar,PORBANDAR,Balej,May-18,7.78,7828.0,5244.76,0.0,268.0,2500.0,78.0,101.0,0.24,220.0,342.0,181.0,1600.0,1011.0,84.0,10.99
W214835069243001,Porbandar,PORBANDAR,Bhavpura,May-18,7.66,7371.0,4938.57,0.0,207.0,2667.0,85.0,655.0,0.25,170.0,580.0,281.0,2605.0,730.0,14.7,6.22
W213852069530001,Porbandar,RANAVAV,Kandorna,May-18,7.69,4380.0,2934.6,0.0,220.0,1319.0,100.0,65.0,0.74,180.0,320.0,74.0,1105.0,495.0,3.5,6.47
W214830069360501,Porbandar,PORBANDAR,Khambodar,May-18,8.17,1374.0,920.58,0.0,500.0,138.0,20.0,52.0,1.04,410.0,40.0,39.0,260.0,189.0,7.7,5.1
W214159069365101,Porbandar,PORBANDAR,Kolikhada village-2,May-18,8.43,2081.0,1394.27,27.0,464.0,284.0,65.0,155.0,1.12,425.0,20.0,56.0,280.0,349.0,0.8,9.07
W214100069330001,Porbandar,PORBANDAR,Kuchhadi,May-18,8.06,5870.0,3932.9,0.0,799.0,1571.0,22.0,35.0,0.4,655.0,220.0,88.0,910.0,882.0,81.0,12.71
W213750070010001,Porbandar,KUTIYANA,Kutiyana1,May-18,7.86,5510.0,3691.7,0.0,329.0,1585.0,136.0,135.0,1.11,270.0,340.0,85.0,1200.0,711.0,6.6,8.92
W212054069532101,Porbandar,KUTIYANA,Mocha,May-18,8,1306.0,875.02,0.0,317.0,248.0,13.0,30.0,0.4,260.0,108.0,29.0,390.0,110.0,17.8,2.42
W215309069360101,Porbandar,PORBANDAR,Mojiwana,May-18,7.69,5450.0,3651.5,0.0,543.0,1553.0,25.0,48.0,0.35,445.0,340.0,233.0,1810.0,425.0,0.6,4.34
W212645069473001,Porbandar,PORBANDAR,Navibandar,May-18,8.16,470.0,315.0,0.0,122.0,78.0,6.0,18.0,0.36,100.0,44.0,12.0,160.0,32.0,4.2,1.1
W213400069405001,Porbandar,PORBANDAR,Oddar,May-18,7.91,11040.0,7396.8,0.0,244.0,3589.0,18.0,201.0,0.75,200.0,260.0,74.0,955.0,2053.0,60.0,28.88
W214530069291502,Porbandar,PORBANDAR,Palkhada1,May-18,7.89,5870.0,3932.9,0.0,256.0,1355.0,180.0,642.0,0.22,210.0,280.0,235.0,1665.0,555.0,42.0,5.91
W211750069563001,Porbandar,PORBANDAR,Pata,May-18,8.08,1570.0,1051.9,0.0,49.0,482.0,16.0,57.0,0.42,40.0,92.0,68.0,480.0,139.0,8.8,2.76
W213830069373001,Porbandar,PORBANDAR,Porbandar1,May-18,8.32,1804.0,1208.68,21.0,354.0,355.0,20.0,60.0,0.43,325.0,32.0,24.0,180.0,311.0,36.0,10.08
W214100069444503,Porbandar,RANAVAV,Ranavav2,May-18,8.14,816.0,546.72,0.0,268.0,85.0,33.0,40.0,0.49,220.0,60.0,22.0,240.0,76.0,1.5,2.13
W214313069304301,Porbandar,PORBANDAR,Ratadi,May-18,8.24,4463.0,2990.21,0.0,476.0,915.0,42.0,495.0,0.89,390.0,160.0,63.0,660.0,715.0,6.9,12.1
W212617069482201,Porbandar,PORBANDAR,Ratia,May-18,7.9,3200.0,2144.0,0.0,268.0,787.0,20.0,238.0,0.22,220.0,200.0,133.0,1050.0,170.0,138.0,2.28
W214708069264701,Porbandar,PORBANDAR,Visavada,May-18,8.07,2576.0,1725.92,0.0,250.0,996.0,16.0,5.0,0.97,205.0,120.0,136.0,860.0,301.0,93.0,4.46
W225600070483001,Rajkot,MORVI,Amar nagar,May-18,7.76,8100.0,5427.0,0.0,439.0,2642.0,5.0,7.0,8.6,360.0,180.0,438.0,2250.0,820.0,2.3,7.52
W213945070203001,Rajkot,DHORAJI,Bhada jodiya,May-18,8.03,1215.0,814.05,0.0,329.0,213.0,22.0,20.0,0.994,270.0,72.0,51.0,390.0,100.0,1.8,2.2
W222630071050001,Rajkot,WANKANER,Bhalgam,May-18,7.56,1372.0,919.24,0.0,256.0,269.0,17.0,21.0,0.62,210.0,56.0,80.0,470.0,77.0,1.3,1.54
W223015070451501,Rajkot,TANKARA,Chhatar,May-18,7.92,584.0,391.28,0.0,244.0,50.0,9.0,10.0,1.19,200.0,40.0,13.0,155.0,62.0,0.3,2.17
W215500070445501,Rajkot,GONDAL,Chordi,May-18,7.6,970.0,649.9,0.0,207.0,177.0,60.0,9.0,0.39,170.0,88.0,34.0,360.0,53.0,0.3,1.21
W220530070440001,Rajkot,GONDAL,Dadia,May-18,7.94,950.0,636.5,0.0,232.0,121.0,59.0,62.0,0.63,190.0,72.0,41.0,350.0,55.0,0.5,1.28
W214330070270001,Rajkot,DHORAJI,Dhoraji,May-18,7.6,2000.0,1340.0,0.0,146.0,475.0,65.0,155.0,0.35,120.0,184.0,39.0,620.0,180.0,0.7,3.14
W214030070104501,Rajkot,UPLETA,Ganod,May-18,7.69,6000.0,4020.0,0.0,317.0,1525.0,65.0,495.0,2.38,260.0,160.0,255.0,1450.0,700.0,0.5,7.99
W215800070523001,Rajkot,GONDAL,Gogavadar,May-18,7.71,2232.0,1495.44,0.0,403.0,305.0,64.0,305.0,0.64,330.0,152.0,58.0,620.0,240.0,1.1,4.19
W224100070483001,Rajkot,TANKARA,Hadmatia,May-18,7.47,2440.0,1634.8,0.0,183.0,482.0,62.0,341.0,0.42,150.0,176.0,78.0,760.0,220.0,1.1,3.47
W220530071030001,Rajkot,RAJKOT,Halenda,May-18,7.63,2498.0,1673.66,0.0,390.0,454.0,130.0,175.0,0.43,320.0,104.0,119.0,750.0,222.0,3.5,3.52
W215330070290001,Rajkot,JAMKANDORNA,Jasapur,May-18,7.71,1265.0,847.55,0.0,244.0,191.0,100.0,80.0,0.44,200.0,136.0,27.0,450.0,86.0,1.0,1.76
W220330071131501,Rajkot,JASDAN,Jasdan,May-18,7.71,1124.0,753.08,0.0,220.0,191.0,70.0,55.0,0.32,180.0,120.0,19.0,380.0,83.0,1.3,1.85
W230119070550501,Rajkot,Morbi,Jetpur Pithad,May-18,7.4,3607.0,2416.69,0.0,207.0,844.0,58.0,385.0,0.37,170.0,280.0,90.0,1070.0,340.0,1.5,4.52
W220907071115901,Rajkot,Jasdan,Kamlapur 1,May-18,7.48,3570.0,2391.9,0.0,159.0,830.0,130.0,365.0,0.43,130.0,248.0,95.0,1010.0,360.0,1.3,4.93
W224300070464501,Rajkot,TANKARA,Lajai,May-18,7.43,4914.0,3292.38,0.0,183.0,1383.0,150.0,225.0,0.48,150.0,360.0,214.0,1780.0,310.0,2.8,3.19
W220800071181501,Rajkot,JASDAN,Lalavadar,May-18,7.76,762.0,510.54,0.0,244.0,85.0,22.0,41.0,0.49,200.0,88.0,15.0,280.0,46.0,0.8,1.2
W230005070534501,Rajkot,MORVI,Macchukunda,May-18,8.21,1727.0,1157.09,0.0,232.0,340.0,29.0,162.0,1.34,190.0,130.0,74.0,630.0,114.0,7.6,1.97
W230530070454501,Rajkot,MALIYA,Malia,May-18,7.77,692.0,463.64,0.0,244.0,64.0,5.0,52.0,0.63,200.0,40.0,27.0,210.0,58.0,9.7,1.74
W224900070503001,Rajkot,MORVI,Morvi,May-18,7.76,1305.0,874.35,0.0,439.0,184.0,38.0,5.0,2.5,360.0,64.0,54.72,385.0,119.0,3.1,2.64
W225730070370001,Rajkot,MALIYA,Mota dhansura,May-18,7.72,1824.0,1222.08,0.0,183.0,404.0,16.0,175.0,0.62,150.0,144.0,78.0,680.0,100.0,11.9,1.67
W214405070300501,Rajkot,JETPUR,Motagundala,May-18,7.88,740.0,495.8,0.0,207.0,113.0,3.0,35.0,0.77,170.0,48.0,27.0,230.0,64.0,0.3,1.83
W222700070363001,Rajkot,PADDHARI,Movaiya,May-18,7.31,6320.0,4234.4,0.0,134.0,1950.0,180.0,125.0,0.44,110.0,480.0,303.0,2445.0,330.0,0.6,2.9
W213840070154001,Rajkot,DHORAJI,Patanvav,May-18,8.1,755.0,505.85,0.0,244.0,64.0,6.0,78.0,0.8,200.0,60.0,23.0,245.0,59.0,1.8,1.64
W214505070353001,Rajkot,JETPUR,Pedhla,May-18,7.56,3050.0,2043.5,0.0,281.0,787.0,18.0,155.0,0.39,230.0,192.0,197.0,1290.0,110.0,1.9,1.33
W222200070554501,Rajkot,RAJKOT,Ranpur,May-18,7.86,1160.0,777.2,0.0,195.0,227.0,43.0,55.0,0.44,160.0,72.0,61.0,430.0,70.0,0.5,1.47
W220730070460001,Rajkot,GONDAL,Ribda,May-18,7.69,1040.0,696.8,0.0,293.0,121.0,36.0,84.0,0.3,240.0,88.0,43.0,395.0,61.0,0.4,1.33
W220830070590001,Rajkot,RAJKOT,Sardhar,May-18,7.93,1756.0,1176.52,0.0,525.0,220.0,47.0,85.0,0.35,430.0,80.0,92.0,580.0,106.0,55.9,1.91
W225830070420001,Rajkot,MALIYA,Sarvad,May-18,8.13,2400.0,1608.0,0.0,622.0,411.0,19.0,95.0,1.0,510.0,60.0,175.0,870.0,151.0,11.4,2.23
W223300070533001,Rajkot,WANKANER,Sindhavadar,May-18,7.78,1861.0,1246.87,0.0,317.0,362.0,130.0,55.0,0.94,260.0,88.0,114.0,690.0,114.0,0.9,1.89
W215510070361501,Rajkot,JETPUR,Umrali,May-18,7.77,2263.0,1516.21,0.0,98.0,553.0,60.0,210.0,0.41,80.0,100.0,156.0,890.0,103.0,1.1,1.5
W214455070163001,Rajkot,UPLETA,Upleta.,May-18,8.05,2347.0,1572.49,0.0,573.0,355.0,75.0,138.0,4.5,470.0,32.0,185.0,840.0,153.0,0.7,2.3
W220130071073001,Rajkot,JASDAN,Viranagar,May-18,7.99,2341.0,1568.47,0.0,427.0,418.0,115.0,135.0,0.91,350.0,80.0,178.0,930.0,114.0,0.7,1.63
W215100070414501,Rajkot,JETPUR,Virpur,May-18,7.8,1835.0,1229.45,0.0,195.0,312.0,245.0,110.0,0.36,160.0,168.0,71.0,710.0,95.0,4.0,1.55
W231629073123001,Sabarkantha,Dhansura,Alwa Kampa,May-18,8.28,808.0,541.36,0.0,256.0,99.0,34.0,47.0,1.09,210.0,116.0,2.0,300.0,60.0,0.9,1.51
W235909073124301,Sabarkantha,VIJAYNAGAR,Atarsumba_2,May-18,7.59,921.0,617.07,0.0,207.0,135.0,54.0,35.0,0.8,170.0,68.0,22.0,260.0,85.0,2.2,2.29
W230730073123001,Sabarkantha,BAYAD,Boral,May-18,7.82,2627.0,1760.09,0.0,342.0,638.0,125.0,128.0,0.95,280.0,180.0,168.0,1150.0,128.0,1.0,1.64
W231434072562701,Sabarkantha,Talod,Boriya,May-18,7.31,2765.0,1852.55,0.0,220.0,674.0,155.0,98.0,0.58,180.0,160.0,108.0,850.0,240.0,1.4,3.58
W235524072511201,Sabarkantha,IDAR,Chandap_DW,May-18,7.61,1353.0,906.51,0.0,159.0,255.0,65.0,38.0,1.1,130.0,116.0,31.0,420.0,78.0,5.2,1.65
W235400073071001,Sabarkantha,VADALI,Choriwad,May-18,7.49,1924.0,1289.08,0.0,122.0,411.0,205.0,23.0,1.05,100.0,240.0,34.0,740.0,64.0,2.0,1.02
W232100073120001,Sabarkantha,DHANSURA,Dhansura,May-18,7.78,1140.0,763.8,0.0,232.0,171.0,76.0,81.0,1.1,190.0,100.0,48.0,450.0,61.0,0.6,1.25
W233431073151101,Sabarkantha,MODASA,Gadada,May-18,7.63,995.0,666.65,0.0,183.0,177.0,110.0,12.0,1.2,150.0,44.0,43.0,290.0,100.0,1.2,2.55
W234230072563001,Sabarkantha,HIMATNAGAR,Gadha1,May-18,7.69,2535.0,1698.45,0.0,256.0,603.0,86.0,48.0,1.76,210.0,120.0,14.0,900.0,136.0,1.6,1.97
W232240073010001,Sabarkantha,TALOD,Harsol1,May-18,7.97,1312.0,879.04,0.0,427.0,128.0,60.0,53.0,1.5,350.0,52.0,67.0,410.0,106.0,0.9,2.28
W235030073021501,Sabarkantha,IDAR,Idar,May-18,8.13,1534.0,1027.78,0.0,366.0,262.0,65.0,32.0,2.82,300.0,88.0,48.0,420.0,160.0,4.8,3.39
